Home_winrate 
0.5
1.0
1.3333333333333333
2.25
1.3333333333333333
0.0
2.0
0.25
0.5
0.5
0.0
0.25
2.272727272727273
1.3333333333333333
0.0
4.9
1.0
0.5
2.25
0.0
2.25
0.0
2.25
0.3333333333333333
1.0
2.25
0.25
0.0
0.25
0.0
0.25
1.0
2.0
2.25
0.0
0.0
0.5
1.0
2.0
2.0
1.3333333333333333
0.8
4.0
2.25
0.25
2.25
0.0
1.0
0.0
0.0
2.0
0.25
3.0
0.3333333333333333
0.25
2.25
2.0
0.5
0.3333333333333333
0.0
0.0
0.5
0.5
1.3333333333333333
2.25
1.8
1.0
1.0
0.5
1.8
0.3333333333333333
3.2
0.0
0.0
0.2
0.3333333333333333
0.0
0.3333333333333333
0.0
1.3333333333333333
2.5
0.5
2.0
2.0
4.0
0.5
0.0
2.25
0.0
0.25
0.3333333333333333
0.5
0.25
0.0
0.0
4.5
0.3333333333333333
0.0
0.0
0.0
0.0
2.0
4.0
2.25
1.0
2.5
2.0
1.0
0.5
0.0
0.5
1.0
1.3333333333333333
0.5
0.25
1.5
0.5
1.0
0.0
0.25
0.3333333333333333
0.5
0.5
0.5
2.0
2.0
2.0
0.5
0.0
2.25
0.0
0.0
2.25
4.0
0.0
0.0
0.0
2.0
0.0
2.0
0.5
1.0
0.8
1.3333333333333333
0.0
0.5
1.3333333333333333
1.0
0.25
0.5
0.25
2.0
0.25
2.0
1.0
3.0
0.3333333333333333
0.25
0.25
0.5
0.0
4.0
1.3333333333333333
1.3333333333333333
0.0
0.0
4.0
0.5
2.0
2.25
1.3333333333333333
0.0
0.5
2.25
0.25
0.25
0.3333333333333333
2.0
1.3333333333333333
0.0
1.8
0.5
0.25
0.0
0.3333333333333333
0.25
0.0
0.5
0.0
0.25
0.3333333333333333
0.0
0.3333333333333333
0.0
0.5
2.25
1.0
0.25
0.0
1.8
0.3333333333333333
4.0
0.0
0.25
1.0
1.0
5.0
4.9
0.2
0.8
0.25
2.0
0.5
1.0
1.0
0.25
2.0
0.3333333333333333
0.0
0.5
3.0
2.0
1.0
1.0
1.3333333333333333
2.25
0.8
0.0
0.3333333333333333
1.3333333333333333
0.0
1.0
8.0
1.3333333333333333
1.0
0.2
0.5
3.2
0.25
0.25
2.25
0.5
2.0
1.3333333333333333
1.0
4.454545454545454
0.0
0.3333333333333333
1.8
0.8
1.0
0.5
1.0
5.0
0.25
2.0
0.5
4.0
0.3333333333333333
0.25
3.2
1.8
0.0
0.25
2.5
2.0
0.8
0.0
0.8181818181818182
0.2
0.0
4.0
3.2
0.5
0.0
0.8
1.0
3.0
0.5
0.0
2.25
2.0
2.25
1.0
0.8
0.16666666666666666
4.0
0.0
0.6666666666666666
0.5
2.0
0.5
2.0
1.3333333333333333
0.0
0.3333333333333333
2.25
2.0
0.25
1.8
1.8
4.0
0.25
1.3333333333333333
0.8
0.3333333333333333
0.0
0.5
0.0
2.25
3.0
0.0
1.3333333333333333
0.8
1.8
0.3333333333333333
0.0
0.0
1.8
0.8
0.2
1.2857142857142858
0.0
0.0
2.25
0.0
1.3333333333333333
0.0
1.0
1.5
0.0
3.2
3.0
0.6666666666666666
1.3333333333333333
2.25
2.25
1.3333333333333333
0.3333333333333333
0.0
3.272727272727273
0.25
0.5
5.0
0.0
4.0
2.25
0.5
1.0
0.2
3.2
1.8
1.5
0.3333333333333333
2.0
0.5
0.125
2.0
1.3333333333333333
2.6666666666666665
1.8
0.6666666666666666
1.0
2.0
2.25
2.0
1.8
2.0
0.5
4.083333333333333
0.0
0.5
2.0
0.0
0.8
0.5
1.8
0.3333333333333333
3.0
0.25
2.25
0.0
0.5
0.0
4.166666666666667
4.0
0.5
0.0
1.0
0.3333333333333333
1.0
3.0
4.0
1.0
2.25
1.8
0.0
2.0
0.0
0.0
1.3333333333333333
0.5
2.25
0.3333333333333333
0.5
3.2
0.25
2.25
2.25
0.25
1.0
0.0
3.0
0.3333333333333333
0.4444444444444444
0.5
2.0
0.5
1.8
0.5
0.5
2.25
4.0
