684,202001250PHI
685,202001260DEN
686,202001260SAS
687,202001260ATL
688,202001260MEM
689,202001260NOP
690,202001260NYK
691,202001260ORL
692,202001260POR
693,202001270DET
694,202001270MIA
695,202001270CHI
696,202001270MIN
697,202001270OKC
698,202001270UTA
699,202001280CHO
700,202001280PHI
701,202001280CLE
702,202001280TOR
703,202001280MEM
704,202001280MIA
705,202001280MIL
706,202001280DAL
707,202001290IND
708,202001290BRK
709,202001290NYK
710,202001290SAS
711,202001290POR
712,202001290SAC
713,202001300CLE
714,202001300WAS
715,202001300ATL
716,202001300BOS
717,202001300DEN
718,202001300LAC
719,202001310DET
720,202001310BRK
721,202001310HOU
722,202001310NOP
723,202001310MIL
724,202001310PHO
725,202001310LAL
726,202002010LAC
727,202002010IND
728,202002010ORL
729,202002010CLE
730,202002010WAS
731,202002010BOS
732,202002010DAL
733,202002010SAS
734,202002010SAC
735,202002010POR
736,202002020DET
737,202002020HOU
738,202002020MIL
739,202002020TOR
740,202002030CHO
741,202002030CLE
742,202002030IND
743,202002030WAS
744,202002030ATL
745,202002030BRK
746,202002030MIA
747,202002030MEM
748,202002030SAC
749,202002030LAC
750,202002040NOP
751,202002040HOU
752,202002040DEN
753,202002040LAL
754,202002050DET
755,202002050BOS
756,202002050BRK
757,202002050TOR
758,202002050MIN
759,202002050OKC
760,202002050DAL
761,202002050UTA
762,202002050LAC
763,202002060NYK
764,202002060CHI
765,202002060MIL
766,202002060POR
767,202002060LAL
768,202002070PHI
769,202002070WAS
770,202002070BOS
771,202002070IND
772,202002070OKC
773,202002070PHO
774,202002070SAC
775,202002070UTA
776,202002080ORL
777,202002080CHO
778,202002080DET
779,202002080IND
780,202002080TOR
781,202002080MIN
782,202002080GSW
783,202002080PHO
784,202002080SAC
785,202002090OKC
786,202002090ATL
787,202002090PHI
788,202002090WAS
789,202002090HOU
790,202002090CLE
791,202002090POR
792,202002100DET
793,202002100IND
794,202002100ORL
795,202002100TOR
796,202002100MIL
797,202002100DAL
798,202002100DEN
799,202002100GSW
800,202002100LAL
801,202002110PHI
802,202002110WAS
803,202002110NOP
804,202002110OKC
805,202002110HOU
806,202002120CLE
807,202002120ORL
808,202002120BRK
809,202002120IND
810,202002120NYK
811,202002120MEM
812,202002120MIN
813,202002120DAL
814,202002120PHO
815,202002120UTA
816,202002120DEN
817,202002130BOS
818,202002130NOP
819,202002200DET
820,202002200ATL
821,202002200CHI
822,202002200PHI
823,202002200SAC
824,202002200GSW
825,202002210ORL
826,202002210WAS
827,202002210NYK
828,202002210TOR
829,202002210MIN
830,202002210OKC
831,202002210UTA
832,202002210LAL
833,202002210POR
834,202002220LAC
835,202002220CHO
836,202002220ATL
837,202002220CHI
838,202002220MIA
839,202002220MIL
840,202002220UTA
841,202002230LAL
842,202002230DEN
843,202002230TOR
844,202002230CHI
845,202002230OKC
846,202002230GSW
847,202002230POR
848,202002240CLE
849,202002240PHI
850,202002240WAS
851,202002240BRK
852,202002240HOU
853,202002240DAL
854,202002240UTA
855,202002240LAC
856,202002250IND
857,202002250TOR
858,202002250CHI
859,202002250DEN
860,202002250LAL
861,202002250POR
862,202002250GSW
863,202002260CHO
864,202002260CLE
865,202002260WAS
866,202002260ATL
867,202002260MIA
868,202002260HOU
869,202002260SAS
870,202002260PHO
871,202002260UTA
872,202002270PHI
873,202002270IND
874,202002270OKC
875,202002270GSW
876,202002280ORL
877,202002280ATL
878,202002280TOR
879,202002280MEM
880,202002280MIA
881,202002280MIL
882,202002280NOP
883,202002280PHO
884,202002280UTA
885,202002280LAC
886,202002290NYK
887,202002290ATL
888,202002290MIA
889,202002290CLE
890,202002290MEM
891,202002290BOS
892,202002290SAS
893,202002290PHO
894,202003010CHO
895,202003010LAC
896,202003010MIN
897,202003010DEN
898,202003010SAC
899,202003010NOP
900,202003010GSW
901,202003020CLE
902,202003020NYK
903,202003020ORL
904,202003020ATL
905,202003020MIA
906,202003020CHI
907,202003020SAS
908,202003030CHO
909,202003030BOS
910,202003030NOP
911,202003030OKC
912,202003030DEN
913,202003030PHO
914,202003030LAL
915,202003030SAC
916,202003040CLE
917,202003040DET
918,202003040MIL
919,202003040BRK
920,202003040NYK
921,202003040MIA
922,202003040MIN
923,202003040DAL
924,202003040POR
925,202003050CHO
926,202003050HOU
927,202003050SAC
928,202003050GSW
929,202003060WAS
930,202003060BRK
931,202003060NYK
932,202003060CHI
933,202003060MIN
934,202003060NOP
935,202003060BOS
936,202003060DAL
937,202003060PHO
938,202003060LAL
939,202003070CHO
940,202003070DET
941,202003070CLE
942,202003070MEM
943,202003070GSW
944,202003070POR
945,202003080BRK
946,202003080MIN
947,202003080LAC
948,202003080BOS
949,202003080PHO
950,202003080WAS
951,202003080DAL
952,202003080HOU
953,202003080NYK
954,202003080CLE
955,202003080SAC
956,202003090ATL
957,202003090DEN
958,202003090UTA
959,202003100WAS
960,202003100IND
961,202003100HOU
962,202003100SAS
963,202003100MEM
964,202003100CHI
965,202003100POR
966,202003100LAL
967,202003100GSW
968,202003110PHI
969,202003110ATL
970,202003110MIA
971,202003110DAL
