0,1
14,15
5,5
9,11
6,8
0,11
7,22
15,10
8,6
1,2
4,9
5,8
6,15
9,7
6,4
0,3
0,0
12,19
6,9
1,3
4,5
4,2
2,1
9,7
8,10
4,5
5,6
11,8
10,14
11,6
3,5
5,5
14,16
17,23
0,3
5,9
0,0
10,12
8,11
8,11
10,11
0,2
2,1
9,9
2,8
6,8
0,0
4,5
3,5
10,14
2,6
1,6
3,7
5,4
10,7
2,2
9,13
10,9
7,12
1,3
4,5
9,15
10,20
5,4
5,6
2,4
1,1
4,4
10,4
5,4
1,11
2,2
10,24
2,3
8,14
11,12
8,9
7,9
2,2
7,1
7,8
0,0
0,0
7,12
5,3
2,3
0,0
1,3
4,3
7,8
8,3
7,11
2,2
15,7
0,0
12,9
9,11
11,5
1,1
13,20
4,10
4,8
4,8
8,2
5,6
1,1
2,7
1,1
5,3
7,8
6,9
7,4
3,1
8,7
1,2
5,6
0,1
3,4
0,0
2,1
13,20
4,8
7,9
2,3
2,2
7,9
3,2
1,1
8,6
3,6
8,6
5,2
12,7
5,11
5,6
7,4
0,0
0,1
19,14
5,5
3,10
4,2
7,6
3,6
2,4
9,12
4,2
5,3
0,0
4,9
1,1
14,29
14,16
6,4
9,16
7,13
11,10
3,4
13,9
2,4
6,9
0,0
9,13
16,12
7,4
8,12
5,7
4,5
7,13
10,14
13,18
7,7
6,9
7,9
7,5
7,6
2,6
4,9
3,3
10,8
1,11
2,2
0,0
3,5
9,24
5,4
2,4
1,0
1,0
0,0
3,3
4,8
4,20
3,7
1,0
2,3
14,16
12,10
4,8
6,18
2,0
0,2
6,16
7,6
3,8
6,3
0,0
2,1
5,2
2,2
4,19
1,2
7,18
0,0
8,11
0,1
13,15
1,0
0,0
13,19
2,2
4,5
1,0
7,6
7,8
3,6
0,3
10,11
5,14
0,0
1,0
3,3
6,11
0,0
0,0
0,0
3,5
12,10
12,5
1,4
8,13
5,11
2,3
5,2
7,22
1,3
9,12
7,10
9,9
6,8
3,2
4,5
4,11
11,9
6,10
7,4
5,5
3,4
2,4
1,1
16,21
6,15
2,10
5,14
6,8
0,0
3,5
2,2
9,24
3,3
2,2
3,4
12,11
8,14
0,0
4,6
13,7
11,15
7,2
0,1
6,3
14,16
0,2
0,0
12,24
9,16
11,15
6,8
2,0
12,6
7,15
2,1
0,0
6,4
3,3
2,5
4,3
0,0
2,1
1,4
2,2
5,7
7,9
9,7
1,3
10,6
4,2
2,3
8,9
1,2
3,4
0,0
3,13
3,4
0,3
10,9
1,2
1,6
8,2
6,7
7,9
10,8
8,8
0,0
10,11
9,11
13,7
1,4
8,10
3,6
5,4
8,10
0,0
10,8
6,5
6,18
10,14
17,15
4,2
5,6
2,0
7,15
6,2
9,5
0,0
11,14
14,13
5,5
7,4
16,15
1,10
1,3
10,20
10,11
5,7
1,1
3,6
12,19
2,2
5,7
6,6
3,3
6,2
10,11
2,2
6,7
7,12
10,11
3,5
3,5
2,6
5,7
1,1
1,2
6,2
1,0
6,14
12,14
1,5
2,2
10,10
0,3
7,6
7,11
1,6
1,4
1,1
2,5
10,9
2,3
9,6
3,4
3,6
4,5
1,1
2,1
4,4
3,2
2,5
3,2
2,11
6,4
7,5
5,1
13,14
5,4
5,2
0,0
9,11
0,1
8,6
2,1
11,9
6,8
9,7
3,3
12,22
0,5
1,1
7,14
16,25
3,7
4,5
3,1
1,0
4,3
0,3
1,0
3,2
7,2
13,6
5,9
6,14
3,1
0,0
4,3
10,11
5,3
5,4
6,4
1,8
5,13
4,10
8,12
6,10
4,12
6,11
3,8
7,3
9,11
0,4
5,15
11,19
1,0
6,4
0,1
4,3
6,8
10,16
7,6
1,2
2,5
7,14
3,1
9,7
0,0
6,2
4,5
8,16
0,0
8,20
1,7
0,0
4,0
5,7
0,1
2,9
11,10
2,3
6,19
8,11
2,5
6,6
8,12
12,12
6,5
10,20
4,4
1,1
7,7
4,3
8,4
2,3
1,2
10,3
3,5
0,2
2,3
6,7
1,3
0,9
12,10
5,10
7,4
3,8
6,8
6,7
0,0
9,7
4,7
5,6
6,13
1,5
9,12
9,14
7,14
12,15
12,6
5,5
10,7
1,5
12,26
2,4
1,1
5,10
7,6
5,14
6,3
4,7
8,9
5,10
7,20
5,11
13,8
2,7
0,0
2,8
4,5
5,4
6,8
5,7
9,7
2,0
3,13
11,18
4,4
1,3
2,1
7,6
1,3
12,13
7,4
7,12
4,2
0,0
15,11
4,1
4,8
3,0
10,9
8,8
1,2
5,7
6,4
8,12
3,7
2,2
5,17
5,7
3,2
2,1
2,4
17,10
1,2
1,1
3,6
10,4
3,12
2,2
4,4
0,0
3,9
3,2
4,2
12,14
5,10
0,0
6,11
2,7
1,7
4,5
5,4
7,13
3,2
4,11
7,16
3,7
0,3
10,7
4,6
6,6
0,0
0,2
5,5
10,15
10,12
5,5
12,10
9,12
0,3
4,4
6,7
10,9
4,10
1,6
0,0
23,23
4,8
4,4
8,4
12,17
0,2
6,6
2,4
5,7
4,3
9,16
3,6
0,1
1,1
8,11
5,16
5,5
4,13
1,1
3,7
3,0
15,11
3,1
6,10
3,4
4,5
2,1
7,13
5,8
6,5
14,16
4,12
5,5
8,7
5,2
3,0
6,8
6,10
8,9
2,2
5,3
2,2
6,5
1,6
9,8
8,14
6,6
4,0
4,5
1,5
1,3
6,7
0,2
2,1
8,7
1,4
6,4
5,4
4,3
3,3
4,6
4,0
2,4
1,1
4,7
10,18
8,6
2,2
2,2
5,14
5,9
10,14
7,6
2,3
10,11
8,8
1,3
4,2
1,2
11,14
6,5
4,5
2,3
5,11
3,10
4,5
1,0
0,0
1,4
0,0
0,0
13,19
6,10
3,13
4,8
0,1
2,0
12,7
1,3
7,10
2,3
4,5
2,2
3,6
0,0
3,5
0,1
2,1
9,21
15,17
3,1
3,2
4,6
7,11
10,11
1,1
1,1
4,2
1,0
2,5
10,5
14,10
0,0
7,10
3,5
11,13
4,5
8,7
9,16
12,9
8,16
4,5
0,0
10,21
5,10
6,11
4,7
4,8
5,11
9,10
1,0
4,5
0,0
8,16
5,5
0,14
3,6
6,7
3,1
8,10
8,20
9,12
2,8
12,21
6,9
7,11
2,2
2,7
4,9
8,16
0,0
1,0
8,3
17,16
3,8
4,1
3,1
7,7
8,13
11,20
12,8
9,12
8,6
7,10
0,0
5,6
2,0
7,12
7,18
8,10
10,8
3,7
3,3
1,1
4,18
5,13
1,1
7,5
4,1
5,5
0,2
8,3
0,6
0,2
7,12
2,8
5,6
1,6
1,4
8,10
15,8
19,9
12,22
0,3
12,16
2,0
8,7
1,5
0,2
2,2
3,1
4,5
2,6
2,5
7,9
1,3
0,0
1,0
2,4
3,2
3,3
7,13
0,0
0,0
8,13
7,6
7,6
0,0
2,3
4,15
4,8
11,11
4,5
4,3
4,6
4,12
5,4
1,0
10,7
0,0
0,1
8,10
6,16
4,4
4,10
0,1
0,0
9,11
0,0
12,10
9,5
9,16
2,0
2,5
4,1
4,11
2,0
8,8
11,14
7,3
9,10
2,7
3,7
6,8
6,12
2,3
1,3
7,8
8,10
1,0
3,6
5,3
4,8
16,12
3,8
9,11
4,8
4,7
4,6
14,5
0,0
1,0
1,3
18,17
3,3
2,9
5,5
1,4
4,3
6,5
4,3
3,5
1,5
2,6
6,12
1,4
6,4
5,10
4,1
4,0
11,11
2,10
3,0
7,9
0,0
4,23
6,7
18,13
2,5
14,13
1,2
2,0
5,3
11,13
0,0
3,5
2,6
7,3
4,3
3,4
4,3
0,0
2,3
0,0
3,1
2,7
0,2
4,7
2,2
4,9
3,2
10,13
8,22
0,0
7,10
6,6
4,4
9,13
15,10
7,11
11,14
0,2
1,8
1,4
3,3
2,3
5,1
3,3
19,11
5,17
12,14
1,1
3,3
2,0
1,1
3,7
