"st1_acc","st1_profit","st1_utility_profit","st1_sens","st1_spec","st1_auc","iteration","st2_acc","st2_profit","st2_utility_profit","st2_sens","st2_spec","st2_auc","st3_acc","st3_profit","st3_utility_profit","st3_sens","st3_spec","st3_auc"
0.663366336633663,-123.318548350906,-730.82568994561,0.645833333333333,0.679245283018868,0.662539308176101,101,0.643564356435644,-385.324685244015,-1266.69348261214,0.729166666666667,0.566037735849057,0.627358490566038,0.673267326732673,164.565049532693,-1017.47964203914,0.666666666666667,0.679245283018868,0.702437106918239
0.653465346534653,-238.808744429338,645.869097821284,0.625,0.679245283018868,0.659787735849057,102,0.653465346534653,-245.808556211757,-24.4513356364701,0.729166666666667,0.584905660377358,0.705188679245283,0.633663366336634,-724.427764984419,736.602544102543,0.708333333333333,0.566037735849057,0.726808176100629
0.653465346534653,-243.253188873782,219.17431005439,0.638297872340426,0.666666666666667,0.652482269503546,103,0.633663366336634,-577.065169968371,-8.65000435126902,0.702127659574468,0.574074074074074,0.711977935382191,0.643564356435644,-542.395857799059,259.116399007703,0.74468085106383,0.555555555555556,0.720646178092987
0.514851485148515,-1934.22845583783,-918.677620806777,0.617021276595745,0.425925925925926,0.6150512214342,104,0.653465346534653,-213.314103233433,-572.473905892561,0.702127659574468,0.611111111111111,0.615248226950355,0.633663366336634,-593.046723554289,743.17373788168,0.702127659574468,0.574074074074074,0.701733648542159
0.663366336633663,1.98795452525613,559.17431005439,0.638297872340426,0.685185185185185,0.661741528762805,105,0.633663366336634,-544.527986289421,-129.365440284095,0.723404255319149,0.555555555555556,0.633372734436564,0.643564356435644,-453.751635996942,204.963511762248,0.702127659574468,0.592592592592593,0.702521670606777
0.653465346534653,-224.375681838381,319.17431005439,0.638297872340426,0.666666666666667,0.652482269503546,106,0.613861386138614,-1007.28458452989,-1640.3424463698,0.680851063829787,0.555555555555556,0.570724980299448,0.633663366336634,-547.545839895511,-216.539724365813,0.723404255319149,0.555555555555556,0.683609141055949
0.643564356435644,-347.102954565654,1119.17431005439,0.630434782608696,0.654545454545455,0.642490118577075,107,0.603960396039604,-1091.43274819418,54.249278330623,0.695652173913043,0.527272727272727,0.581818181818182,0.633663366336634,-594.999407832951,1116.4767944947,0.695652173913043,0.581818181818182,0.66403162055336
0.643564356435644,-343.150385395693,1011.95040863612,0.630434782608696,0.654545454545455,0.642490118577075,108,0.613861386138614,-892.970375102655,747.606609405346,0.695652173913043,0.545454545454545,0.654150197628458,0.643564356435644,-351.376219427154,2223.53494033368,0.673913043478261,0.618181818181818,0.710276679841897
0.633663366336634,141.231405968196,2652.10114378685,0.608695652173913,0.654545454545455,0.678853754940711,109,0.594059405940594,-1196.54180367408,1054.2568635556,0.804347826086957,0.418181818181818,0.634387351778656,0.663366336633663,-8.83821608352389,1978.88967818841,0.673913043478261,0.654545454545455,0.704743083003953
0.643564356435644,-355.543547788856,1411.95040863612,0.630434782608696,0.654545454545455,0.642490118577075,110,0.584158415841584,-1231.75044579449,1638.26876315574,0.673913043478261,0.509090909090909,0.667193675889328,0.653465346534653,-217.659949905258,3102.0722333871,0.673913043478261,0.636363636363636,0.710671936758893
0.633663366336634,-497.210214455523,2563.62475579434,0.630434782608696,0.636363636363636,0.653754940711462,111,0.544554455445545,-2251.02820805612,493.41662781973,0.630434782608696,0.472727272727273,0.583399209486166,0.613861386138614,-791.786509620053,2748.51784308306,0.608695652173913,0.618181818181818,0.694071146245059
0.613861386138614,-852.594829840138,1771.95040863612,0.630434782608696,0.6,0.615217391304348,112,0.574257425742574,-1464.10552907395,2064.10006170443,0.673913043478261,0.490909090909091,0.627075098814229,0.623762376237624,-450.556642584559,2687.85548417035,0.608695652173913,0.636363636363636,0.660079051383399
0.613861386138614,-852.594829840138,1671.95040863612,0.630434782608696,0.6,0.615217391304348,113,0.554455445544555,-1763.66494814949,1838.93772404209,0.673913043478261,0.454545454545455,0.63300395256917,0.613861386138614,-595.859672887589,2100.4643756384,0.565217391304348,0.654545454545455,0.681422924901186
0.594059405940594,-1240.92816317347,1283.78224046795,0.617021276595745,0.574074074074074,0.595547675334909,114,0.594059405940594,-1049.97122537443,1962.43418433728,0.702127659574468,0.5,0.637903861308117,0.594059405940594,-946.838508866425,2161.30978626642,0.553191489361702,0.62962962962963,0.678486997635934
0.584158415841584,-1396.48371872903,838.226684912393,0.604166666666667,0.566037735849057,0.585102201257862,115,0.564356435643564,-1688.50517553309,1209.86166003135,0.625,0.509433962264151,0.605149371069182,0.633663366336634,-332.171549416858,3113.41302031612,0.604166666666667,0.660377358490566,0.674921383647799
0.584158415841584,-1375.05514730046,938.226684912393,0.604166666666667,0.566037735849057,0.585102201257862,116,0.603960396039604,-821.792348336394,1236.37023327766,0.708333333333333,0.509433962264151,0.560141509433962,0.633663366336634,-224.07631132162,2063.17842085244,0.625,0.641509433962264,0.665094339622642
0.584158415841584,-1405.5797895898,784.172630858339,0.612244897959184,0.557692307692308,0.584968602825746,117,0.584158415841584,-1240.88841919717,686.168993076425,0.693877551020408,0.480769230769231,0.576726844583987,0.613861386138614,-691.029525039539,1501.70378416041,0.591836734693878,0.634615384615385,0.658555729984301
0.594059405940594,-1272.24645625647,584.172630858339,0.625,0.566037735849057,0.595518867924528,118,0.584158415841584,-1391.62439100525,2125.76087968444,0.708333333333333,0.471698113207547,0.651926100628931,0.613861386138614,-630.208269000892,1181.43689962882,0.583333333333333,0.641509433962264,0.669025157232704
0.594059405940594,-1272.24645625647,1094.17263085834,0.612244897959184,0.576923076923077,0.59458398744113,119,0.623762376237624,-14.208294316706,2495.74142041533,0.653061224489796,0.596153846153846,0.650706436420722,0.594059405940594,-1081.20028021029,2305.72945274558,0.530612244897959,0.653846153846154,0.665620094191523
0.584158415841584,-1409.28349329351,904.172630858339,0.591836734693878,0.576923076923077,0.584379905808477,120,0.594059405940594,-1072.36320343843,2138.74475065218,0.714285714285714,0.480769230769231,0.619701726844584,0.653465346534653,185.266771256757,2632.56644300694,0.612244897959184,0.692307692307692,0.673861852433281
0.584158415841584,-1386.05117006118,1104.17263085834,0.591836734693878,0.576923076923077,0.584379905808477,121,0.574257425742574,-1461.87928018803,1587.08655377659,0.693877551020408,0.461538461538462,0.619309262166405,0.623762376237624,-455.124093916717,2252.07865909479,0.591836734693878,0.653846153846154,0.66287284144427
0.594059405940594,-1276.05117006118,1194.17263085834,0.612244897959184,0.576923076923077,0.59458398744113,122,0.633663366336634,-344.410061360579,1954.93182231879,0.693877551020408,0.576923076923077,0.646585557299843,0.613861386138614,-675.004994015009,3085.46375226249,0.551020408163265,0.673076923076923,0.680533751962323
0.594059405940594,-1346.34102513365,1007.21610911921,0.62,0.568627450980392,0.594313725490196,123,0.574257425742574,-1555.48003427266,1655.37554526252,0.68,0.470588235294118,0.640980392156863,0.633663366336634,-446.790760583383,2359.92812146038,0.62,0.647058823529412,0.690980392156863
