"iteration","logistic_acc","logistic_profit","logistic_utility_profit","logistic_sens","logistic_spec","logistic_auc","gbm_acc","gbm_profit","gbm_utility_profit","gbm_sens","gbm_spec","gbm_auc","rf_acc","rf_profit","rf_utility_profit","rf_sens","rf_spec","rf_auc","ann_acc","ann_profit","ann_utility_profit","ann_sens","ann_spec","ann_auc","ann_acc_mlnet","ann_profit_mlnet","ann_utility_profit_mlnet","ann_sens_mlnet","ann_spec_mlnet","ann_auc_mlnet"
10,0.554455445544555,-283.707233704926,-283.707233704926,0.611111111111111,0.48936170212766,0.562253743104807,0.683168316831683,356.781500708932,1887.8576611083,0.777777777777778,0.574468085106383,0.72655634357762,0.643564356435644,-938.554473821414,2379.98671537802,0.814814814814815,0.446808510638298,0.714342001576044,0.603960396039604,-1009.71514925124,-406.541907398753,0.666666666666667,0.531914893617021,0.637509850275808,0.584158415841584,780.514897615282,1572.03397984025,0.462962962962963,0.723404255319149,0.631599684791174
11,0.574257425742574,-223.133363131055,-223.133363131055,0.622641509433962,0.520833333333333,0.573506289308176,0.663366336633663,-36.5654039587279,1087.95289920354,0.792452830188679,0.520833333333333,0.73309748427673,0.623762376237624,-1287.30499448093,1875.80441619572,0.811320754716981,0.416666666666667,0.727004716981132,0.633663366336634,-525.388934473013,-682.53179161587,0.716981132075472,0.541666666666667,0.674921383647799,0.633663366336634,2298.04527805356,1038.92875989679,0.490566037735849,0.791666666666667,0.636792452830189
12,0.574257425742574,-146.466696464388,-146.466696464388,0.622641509433962,0.520833333333333,0.563679245283019,0.643564356435644,-327.041594434918,907.316535567174,0.773584905660377,0.5,0.717374213836478,0.663366336633663,-577.546670031002,1917.77411316542,0.830188679245283,0.479166666666667,0.711674528301887,0.653465346534653,1027.99011252059,199.830363772601,0.716981132075472,0.583333333333333,0.637971698113208,0.613861386138614,1536.80806265458,1386.65762416977,0.452830188679245,0.791666666666667,0.610455974842767
13,0.554455445544555,-1020.64738116276,-1138.82919934458,0.641509433962264,0.458333333333333,0.531839622641509,0.633663366336634,-522.279689673013,762.411773662412,0.773584905660377,0.479166666666667,0.720125786163522,0.643564356435644,-902.63418702751,2016.28060667191,0.792452830188679,0.479166666666667,0.714426100628931,0.663366336633663,147.149281076713,-80.2104414684308,0.754716981132076,0.5625,0.660770440251572,0.594059405940594,1112.06105613512,1079.46513119588,0.490566037735849,0.708333333333333,0.640723270440252
14,0.485148514851485,-2443.45805088519,-2443.45805088519,0.557692307692308,0.408163265306122,0.508045525902669,0.643564356435644,-464.5812769746,173.50701175765,0.807692307692308,0.469387755102041,0.722527472527473,0.633663366336634,-1117.12192151524,1195.88618627749,0.846153846153846,0.408163265306122,0.733124018838305,0.633663366336634,418.81213726003,38.7967140867111,0.673076923076923,0.591836734693878,0.669937205651491,0.584158415841584,742.24319125147,745.559212777244,0.5,0.673469387755102,0.612637362637363
15,0.574257425742574,-726.037295231918,-726.037295231918,0.622641509433962,0.520833333333333,0.568592767295597,0.623762376237624,-705.771753165076,-359.588226337588,0.754716981132076,0.479166666666667,0.718553459119497,0.653465346534653,-841.72696353205,135.461425852729,0.830188679245283,0.458333333333333,0.719929245283019,0.594059405940594,-893.964153810699,-1279.71354331009,0.69811320754717,0.479166666666667,0.612028301886792,0.554455445544555,-608.692367341982,348.218470730619,0.471698113207547,0.645833333333333,0.630503144654088
16,0.564356435643564,-841.950561439302,-841.950561439302,0.60377358490566,0.520833333333333,0.580581761006289,0.653465346534653,-148.384365777689,-143.534172283534,0.754716981132076,0.541666666666667,0.727201257861635,0.663366336633663,-672.815766620853,672.990563381867,0.811320754716981,0.5,0.744300314465409,0.623762376237624,-700.319368583012,-1036.35832962197,0.679245283018868,0.5625,0.676493710691824,0.584158415841584,830.832937683322,434.63664214879,0.471698113207547,0.708333333333333,0.619103773584906
17,0.574257425742574,-494.238143138648,-494.238143138648,0.60377358490566,0.541666666666667,0.570361635220126,0.653465346534653,-30.4478578411809,-360.534172283534,0.754716981132076,0.541666666666667,0.717767295597484,0.653465346534653,-733.01243922929,579.051169442473,0.792452830188679,0.5,0.728380503144654,0.574257425742574,-952.54635063164,-754.92274616593,0.60377358490566,0.541666666666667,0.601415094339623,0.564356435643564,-238.17581866754,1094.74618416623,0.433962264150943,0.708333333333333,0.642688679245283
18,0.574257425742574,-501.182587583092,-501.182587583092,0.584905660377358,0.5625,0.569575471698113,0.643564356435644,-290.209762603086,103.449954700593,0.735849056603774,0.541666666666667,0.727594339622642,0.653465346534653,-882.960491177342,518.916489307793,0.811320754716981,0.479166666666667,0.726611635220126,0.574257425742574,-1133.52956658079,-266.767206134214,0.622641509433962,0.520833333333333,0.58687106918239,0.603960396039604,586.772295710915,771.739743296009,0.490566037735849,0.729166666666667,0.639544025157233
19,0.574257425742574,-482.327368727873,-482.327368727873,0.584905660377358,0.5625,0.569968553459119,0.653465346534653,-114.21168660501,3.44995470059307,0.754716981132076,0.541666666666667,0.718160377358491,0.663366336633663,-606.529408208112,841.825062216366,0.773584905660377,0.541666666666667,0.724646226415094,0.544554455445545,-1047.68849893168,-1021.39220263539,0.60377358490566,0.479166666666667,0.578616352201258,0.603960396039604,880.423089361709,223.692716793101,0.452830188679245,0.770833333333333,0.648584905660377
20,0.574257425742574,-496.393864891556,-496.393864891556,0.584905660377358,0.5625,0.558176100628931,0.653465346534653,-173.562963347591,225.024603883938,0.754716981132076,0.541666666666667,0.722091194968553,0.673267326732673,-367.272520736392,1227.37791516052,0.830188679245283,0.5,0.73938679245283,0.643564356435644,-265.815007599635,-51.384043826566,0.735849056603774,0.541666666666667,0.659198113207547,0.613861386138614,1036.09104672404,1589.22676607715,0.509433962264151,0.729166666666667,0.679638364779874
21,0.574257425742574,-434.855403353094,-434.855403353094,0.592592592592593,0.553191489361702,0.557722616233255,0.643564356435644,-305.832551344732,159.971693831028,0.722222222222222,0.553191489361702,0.7123719464145,0.702970297029703,193.904529834522,627.897395680004,0.814814814814815,0.574468085106383,0.727935382190701,0.584158415841584,-1124.10026815238,-514.115860667968,0.62962962962963,0.531914893617021,0.613869188337273,0.594059405940594,68.426954777341,1076.31176441215,0.537037037037037,0.659574468085106,0.649724192277384
22,0.584158415841584,-328.256024471107,-490.756024471107,0.574074074074074,0.595744680851064,0.5774231678487,0.633663366336634,-441.072120856748,-407.012433153099,0.722222222222222,0.531914893617021,0.705279747832939,0.673267326732673,-365.446226054381,992.384502775806,0.796296296296296,0.531914893617021,0.732072498029945,0.554455445544555,-1428.40505722287,-1812.10253621446,0.648148148148148,0.446808510638298,0.596138691883373,0.594059405940594,425.85304185688,1284.95003636564,0.537037037037037,0.659574468085106,0.676516942474389
23,0.594059405940594,9.43878072369803,9.43878072369803,0.592592592592593,0.595744680851064,0.583136327817179,0.633663366336634,-355.163029947657,-160.547786688452,0.722222222222222,0.531914893617021,0.69070133963751,0.673267326732673,-319.666898736907,493.142078533382,0.777777777777778,0.553191489361702,0.719070133963751,0.633663366336634,19.8067291517821,-566.314938878876,0.62962962962963,0.638297872340426,0.64736012608353,0.584158415841584,263.278806629193,571.275088125473,0.518518518518518,0.659574468085106,0.64026792750197
24,0.584158415841584,-177.503417539255,-177.503417539255,0.592592592592593,0.574468085106383,0.581363278171789,0.653465346534653,-57.1832319678589,316.67443553377,0.722222222222222,0.574468085106383,0.702915681639086,0.673267326732673,-319.60928521744,888.704849096153,0.777777777777778,0.553191489361702,0.726753349093775,0.584158415841584,-1006.50202275017,-778.381319923587,0.62962962962963,0.531914893617021,0.6150512214342,0.603960396039604,564.17597709158,927.603276844966,0.518518518518518,0.702127659574468,0.663120567375887
25,0.594059405940594,-8.05113069566391,365.948869304336,0.60377358490566,0.583333333333333,0.587853773584906,0.653465346534653,-43.8142480106389,153.256927116262,0.716981132075472,0.583333333333333,0.69064465408805,0.663366336633663,-494.877495268258,598.336883728187,0.792452830188679,0.520833333333333,0.730345911949686,0.564356435643564,-732.868888150218,-432.868888150218,0.584905660377358,0.541666666666667,0.63246855345912,0.584158415841584,35.8235375447671,1135.5837022167,0.509433962264151,0.666666666666667,0.667845911949686
26,0.584158415841584,-229.962895401546,25.0371045984541,0.596153846153846,0.571428571428571,0.591444270015699,0.643564356435644,-220.067548373846,23.8451624103801,0.711538461538462,0.571428571428571,0.696624803767661,0.653465346534653,-609.413843404351,701.230729013337,0.788461538461538,0.510204081632653,0.722527472527473,0.574257425742574,-86.7696707032419,152.802840119269,0.615384615384615,0.530612244897959,0.638540031397174,0.574257425742574,17.336310175187,242.728695567571,0.461538461538462,0.693877551020408,0.637755102040816
27,0.564356435643564,-328.389220877071,-328.389220877071,0.549019607843137,0.58,0.557254901960784,0.653465346534653,-3.15025514076392,-469.858541293324,0.725490196078431,0.58,0.712156862745098,0.702970297029703,344.409686007414,504.933805325109,0.823529411764706,0.58,0.742156862745098,0.594059405940594,-205.141602716478,-526.144276513269,0.725490196078431,0.46,0.634901960784314,0.623762376237624,615.751969679082,637.351166778278,0.568627450980392,0.68,0.68
28,0.534653465346535,-724.392734271888,-724.392734271888,0.529411764705882,0.54,0.553529411764706,0.633663366336634,-513.215190205699,-232.821504256287,0.705882352941177,0.56,0.700392156862745,0.663366336633663,-318.793777196049,366.40566679697,0.784313725490196,0.54,0.713921568627451,0.643564356435644,-289.866408908675,203.883591091325,0.725490196078431,0.56,0.673333333333333,0.584158415841584,51.667667223936,223.519167575435,0.509803921568627,0.66,0.636078431372549
29,0.534653465346535,-736.470028957879,-736.470028957879,0.549019607843137,0.52,0.543137254901961,0.663366336633663,245.796353805845,-93.377059811843,0.745098039215686,0.58,0.69921568627451,0.653465346534653,-577.583098985371,944.068004459308,0.843137254901961,0.46,0.713529411764706,0.574257425742574,-1132.40776873264,-2042.80404516153,0.705882352941177,0.44,0.603529411764706,0.554455445544555,-747.803878659376,580.349551244053,0.529411764705882,0.58,0.610588235294118
30,0.534653465346535,-696.953899925621,-696.953899925621,0.549019607843137,0.52,0.534117647058824,0.643564356435644,-73.7351362095159,-265.897967816622,0.725490196078431,0.56,0.699607843137255,0.693069306930693,293.305324419181,1561.33786124529,0.823529411764706,0.56,0.728627450980392,0.663366336633663,1558.04824806623,1539.86642988441,0.686274509803922,0.64,0.703529411764706,0.564356435643564,-110.879085306689,743.405651461918,0.470588235294118,0.66,0.637647058823529
31,0.574257425742574,91.431984863076,91.431984863076,0.588235294117647,0.56,0.570196078431373,0.653465346534653,14.7313776687621,39.816317897663,0.784313725490196,0.52,0.723137254901961,0.663366336633663,-474.404632290776,1320.9416632404,0.803921568627451,0.52,0.734117647058824,0.564356435643564,-383.759271545572,162.380162005626,0.607843137254902,0.52,0.643529411764706,0.603960396039604,859.223350150461,1791.74383783271,0.509803921568627,0.7,0.646274509803922
32,0.574257425742574,241.749445180536,241.749445180536,0.588235294117647,0.56,0.585490196078431,0.623762376237624,-510.982908045524,90.530603611949,0.725490196078431,0.52,0.715686274509804,0.653465346534653,-590.357013243157,1079.23681414425,0.803921568627451,0.5,0.714901960784314,0.623762376237624,-172.967854070717,-748.629229732094,0.705882352941177,0.54,0.65843137254902,0.574257425742574,6.32910782587807,936.637604693871,0.470588235294118,0.68,0.607450980392157
33,0.544554455445545,-95.86485474401,-95.86485474401,0.549019607843137,0.54,0.570980392156863,0.653465346534653,234.774667712052,613.863936945282,0.725490196078431,0.58,0.723529411764706,0.663366336633663,-279.894828369208,1283.2026631101,0.803921568627451,0.52,0.717843137254902,0.544554455445545,-1631.76481660674,-1384.67464590788,0.627450980392157,0.46,0.593333333333333,0.584158415841584,196.748434232595,1637.70452742256,0.509803921568627,0.66,0.644705882352941
34,0.574257425742574,385.165741069194,385.165741069194,0.588235294117647,0.56,0.586274509803921,0.663366336633663,434.774667712052,496.863936945282,0.745098039215686,0.58,0.725490196078431,0.673267326732673,-104.137252611632,1686.95796186539,0.803921568627451,0.54,0.734705882352941,0.643564356435644,590.101917164015,146.186573248671,0.725490196078431,0.56,0.671372549019608,0.564356435643564,-30.2547820736901,1409.07952251061,0.470588235294118,0.66,0.616862745098039
35,0.584158415841584,416.832407735861,310.165741069194,0.615384615384615,0.551020408163265,0.582025117739403,0.673267326732673,426.931448553044,506.863936945282,0.75,0.591836734693878,0.726452119309262,0.673267326732673,-256.474914949295,1285.1077547978,0.807692307692308,0.530612244897959,0.723312401883831,0.623762376237624,175.385878701847,-73.5449901369179,0.634615384615385,0.612244897959184,0.64010989010989,0.603960396039604,471.334875526018,792.381168414416,0.519230769230769,0.693877551020408,0.630690737833595
36,0.584158415841584,448.69336481421,448.69336481421,0.615384615384615,0.551020408163265,0.601059654631083,0.663366336633663,60.5678121894071,888.452681534026,0.75,0.571428571428571,0.730376766091052,0.663366336633663,-490.232035022204,1722.80972271715,0.788461538461538,0.530612244897959,0.723312401883831,0.643564356435644,363.516745513053,530.343668589976,0.711538461538462,0.571428571428571,0.707221350078493,0.613861386138614,631.611513232996,611.34040362365,0.538461538461538,0.693877551020408,0.625196232339089
37,0.584158415841584,338.69336481421,338.69336481421,0.615384615384615,0.551020408163265,0.599882260596546,0.683168316831683,556.758288379883,794.166967248312,0.75,0.612244897959184,0.732731554160126,0.693069306930693,203.772293982125,1615.47206037949,0.788461538461538,0.591836734693878,0.740777080062794,0.613861386138614,-426.278382962416,-667.548224232257,0.653846153846154,0.571428571428571,0.676609105180534,0.584158415841584,337.08891264518,616.164670220937,0.480769230769231,0.693877551020408,0.627943485086342
38,0.574257425742574,232.44336481421,232.44336481421,0.596153846153846,0.551020408163265,0.590463108320251,0.663366336633663,174.317812189407,689.166967248312,0.730769230769231,0.591836734693878,0.724882260596546,0.673267326732673,5.33614679597812,2167.4177596078,0.788461538461538,0.551020408163265,0.726059654631083,0.653465346534653,549.566658562967,1843.45554745186,0.653846153846154,0.653061224489796,0.718602825745683,0.554455445544555,-511.77094155291,-496.191687473657,0.480769230769231,0.63265306122449,0.626373626373626
39,0.584158415841584,577.303511771543,577.303511771543,0.634615384615385,0.530612244897959,0.560832025117739,0.673267326732673,432.413050284645,1308.149651231,0.730769230769231,0.612244897959184,0.752354788069074,0.663366336633663,-298.386796926966,1277.08078177082,0.769230769230769,0.551020408163265,0.726648351648352,0.653465346534653,562.804864801173,895.027087023395,0.673076923076923,0.63265306122449,0.740188383045526,0.603960396039604,826.5386656972,847.908625115147,0.461538461538462,0.755102040816326,0.678571428571429
40,0.594059405940594,498.859067327099,498.859067327099,0.622641509433962,0.5625,0.574685534591195,0.653465346534653,68.0840459556411,1237.73839581974,0.716981132075472,0.583333333333333,0.742924528301887,0.673267326732673,-102.210326338731,1488.74045864789,0.754716981132076,0.583333333333333,0.732900943396226,0.653465346534653,579.567824064132,1035.79004628635,0.735849056603774,0.5625,0.722877358490566,0.584158415841584,65.807221025253,947.194555912587,0.490566037735849,0.6875,0.680031446540881
41,0.544554455445545,-425.937874861147,-425.937874861147,0.555555555555556,0.531914893617021,0.560874704491726,0.673267326732673,430.798143452347,1077.73839581974,0.703703703703704,0.638297872340426,0.734830575256107,0.663366336633663,-310.053463593632,1511.16803107546,0.759259259259259,0.553191489361702,0.715524034672971,0.693069306930693,2080.30433987031,1467.25897943364,0.666666666666667,0.723404255319149,0.688731284475965,0.544554455445545,-204.764208921352,-183.974421647694,0.407407407407407,0.702127659574468,0.645784081954295
42,0.544554455445545,-410.223589146861,-410.223589146861,0.555555555555556,0.531914893617021,0.561268715524035,0.683168316831683,603.65528630949,1334.39188725584,0.722222222222222,0.638297872340426,0.739558707643814,0.683168316831683,34.2322506920821,1690.70689800563,0.777777777777778,0.574468085106383,0.718873128447597,0.603960396039604,-551.416746920438,-762.81645832015,0.685185185185185,0.51063829787234,0.681245074862096,0.554455445544555,32.5970760977161,833.766102581321,0.444444444444444,0.680851063829787,0.617809298660362
43,0.554455445544555,-307.048985972258,-307.048985972258,0.581818181818182,0.521739130434783,0.559683794466403,0.693069306930693,711.591794245998,1066.69077677212,0.745454545454545,0.630434782608696,0.742292490118577,0.693069306930693,291.930663390495,1788.53580822585,0.781818181818182,0.58695652173913,0.722727272727273,0.683168316831683,1592.6805973348,1042.11177331397,0.8,0.543478260869565,0.666403162055336,0.584158415841584,716.097828756363,1371.084664194,0.418181818181818,0.782608695652174,0.664822134387352
44,0.554455445544555,-307.048985972258,-307.048985972258,0.581818181818182,0.521739130434783,0.563636363636364,0.683168316831683,450.877508531712,1132.40506248641,0.727272727272727,0.630434782608696,0.745454545454545,0.663366336633663,-397.355050895219,1240.71170801044,0.727272727272727,0.58695652173913,0.715810276679842,0.633663366336634,-29.7667101617069,285.976859993627,0.690909090909091,0.565217391304348,0.694466403162055,0.544554455445545,-218.301771643237,-245.588727229392,0.381818181818182,0.739130434782609,0.64703557312253
45,0.554455445544555,-278.639895063167,-278.639895063167,0.581818181818182,0.521739130434783,0.56897233201581,0.663366336633663,43.3775085317122,994.102032183378,0.690909090909091,0.630434782608696,0.734387351778656,0.683168316831683,155.369038740634,1196.89559658564,0.727272727272727,0.630434782608696,0.718774703557312,0.564356435643564,-1278.02805554788,-1314.10648692043,0.6,0.521739130434783,0.619367588932806,0.603960396039604,991.870930262873,1428.89604403799,0.527272727272727,0.695652173913043,0.681818181818182
46,0.544554455445545,-385.306561729834,-385.306561729834,0.563636363636364,0.521739130434783,0.56403162055336,0.683168316831683,302.511707665911,1194.10203218338,0.727272727272727,0.630434782608696,0.736363636363636,0.683168316831683,-14.5303755705449,1432.22950191954,0.745454545454545,0.608695652173913,0.728458498023715,0.603960396039604,-48.2453339344459,-437.397623086735,0.618181818181818,0.58695652173913,0.672727272727273,0.554455445544555,-316.327166326527,359.183757390279,0.454545454545455,0.673913043478261,0.633596837944664
47,0.534653465346535,-419.302420943085,-419.302420943085,0.545454545454545,0.521739130434783,0.561660079051383,0.693069306930693,627.801562738374,1126.36158422554,0.745454545454545,0.630434782608696,0.735177865612648,0.653465346534653,-494.002425259986,1279.68299437303,0.727272727272727,0.565217391304348,0.712252964426877,0.673267326732673,1480.33795972557,1363.67129305891,0.690909090909091,0.652173913043478,0.709486166007905,0.584158415841584,1165.24901215708,2009.37660678468,0.436363636363636,0.760869565217391,0.652173913043478
48,0.534653465346535,-514.302420943085,-514.302420943085,0.545454545454545,0.521739130434783,0.562055335968379,0.653465346534653,-40.5750606382498,1021.36158422554,0.690909090909091,0.608695652173913,0.732806324110672,0.683168316831683,154.330908073347,1105.87914535179,0.745454545454545,0.608695652173913,0.723715415019763,0.673267326732673,896.204199765724,1542.82324738477,0.672727272727273,0.673913043478261,0.718577075098814,0.633663366336634,1749.91442328591,1295.31370809696,0.490909090909091,0.804347826086957,0.653359683794466
49,0.564356435643564,-232.628539269204,-232.628539269204,0.574074074074074,0.553191489361702,0.586879432624113,0.673267326732673,311.495646432457,610.452493316447,0.703703703703704,0.638297872340426,0.734436564223798,0.673267326732673,-154.875441133002,1328.85211832477,0.777777777777778,0.553191489361702,0.728526398739165,0.712871287128713,2143.4159999008,1688.49175747656,0.777777777777778,0.638297872340426,0.754137115839243,0.574257425742574,663.70903099239,1040.07949343883,0.425925925925926,0.74468085106383,0.645390070921986
50,0.574257425742574,-84.4900111306758,-321.719448360113,0.584905660377358,0.5625,0.584512578616352,0.673267326732673,355.738070674881,1150.45249331645,0.716981132075472,0.625,0.74685534591195,0.673267326732673,-154.355960613522,691.206615679265,0.754716981132076,0.583333333333333,0.723270440251572,0.653465346534653,908.558780555087,650.171546873736,0.69811320754717,0.604166666666667,0.683962264150943,0.584158415841584,945.977066477705,489.884205090727,0.415094339622642,0.770833333333333,0.652908805031447
51,0.564356435643564,-231.481353122018,-231.481353122018,0.557692307692308,0.571428571428571,0.576923076923077,0.653465346534653,-146.218451064249,744.738207602161,0.711538461538462,0.591836734693878,0.744897959183673,0.693069306930693,292.310706053145,751.299783381128,0.769230769230769,0.612244897959184,0.736067503924647,0.633663366336634,597.448242641482,508.559353752593,0.730769230769231,0.530612244897959,0.720957613814757,0.643564356435644,2086.01153011654,1360.07373479639,0.519230769230769,0.775510204081633,0.673469387755102
52,0.554455445544555,-405.46340971277,-405.46340971277,0.549019607843137,0.56,0.581372549019608,0.673267326732673,131.06933361484,893.692658947917,0.725490196078431,0.62,0.754117647058824,0.653465346534653,-607.276986731479,1140.73364270629,0.764705882352941,0.54,0.745882352941176,0.633663366336634,-33.1255938628068,348.875738138525,0.705882352941177,0.56,0.676862745098039,0.623762376237624,1435.65616056423,735.620024826547,0.490196078431373,0.76,0.632941176470588
53,0.554455445544555,-453.876108125469,-453.876108125469,0.549019607843137,0.56,0.581372549019608,0.673267326732673,203.609016154522,655.174140429398,0.705882352941177,0.64,0.750588235294118,0.702970297029703,369.281030414773,1216.69506855902,0.784313725490196,0.62,0.753921568627451,0.683168316831683,1588.74477834978,978.165774020777,0.745098039215686,0.62,0.734901960784314,0.603960396039604,777.612446108754,781.309890516412,0.470588235294118,0.74,0.645490196078431
54,0.603960396039604,422.154341296285,422.154341296285,0.64,0.568627450980392,0.616078431372549,0.673267326732673,209.534942080448,1007.6753429306,0.72,0.627450980392157,0.763529411764706,0.683168316831683,-24.6290790835718,1026.23383092387,0.8,0.568627450980392,0.761372549019608,0.673267326732673,984.711001908572,1311.57906138533,0.74,0.607843137254902,0.721176470588235,0.643564356435644,1941.5168919045,1749.16400296338,0.52,0.764705882352941,0.660392156862745
55,0.603960396039604,196.615879757823,196.615879757823,0.64,0.568627450980392,0.618627450980392,0.683168316831683,347.197279742786,1176.54980180506,0.72,0.647058823529412,0.76,0.702970297029703,385.414210959718,1029.55312424317,0.78,0.627450980392157,0.757058823529412,0.653465346534653,1007.80323979955,1211.99371599002,0.7,0.607843137254902,0.723137254901961,0.594059405940594,1176.17480148569,849.43877250399,0.42,0.764705882352941,0.633333333333333
56,0.623762376237624,740.328230754666,740.328230754666,0.63265306122449,0.615384615384615,0.634222919937206,0.683168316831683,269.817600598401,922.626818470312,0.714285714285714,0.653846153846154,0.766091051805338,0.673267326732673,-210.969797188996,543.233642706292,0.73469387755102,0.615384615384615,0.755494505494505,0.633663366336634,971.696392493211,1421.69639249321,0.612244897959184,0.653846153846154,0.726059654631083,0.603960396039604,967.308805424643,1501.04351473533,0.428571428571429,0.769230769230769,0.623626373626374
