"ann_acc_mlnet","ann_profit_mlnet","ann_utility_profit_mlnet","ann_sens_mlnet","ann_spec_mlnet","ann_auc_mlnet"
0.584158415841584,1003.48359073203,1708.38900727257,0.481481481481481,0.702127659574468,0.634357762017337
0.584158415841584,919.105728398282,1336.29240283496,0.509433962264151,0.666666666666667,0.636792452830189
0.584158415841584,978.17400400958,78.5603816498271,0.490566037735849,0.6875,0.586477987421384
0.603960396039604,1388.22488707904,2020.94443550447,0.471698113207547,0.75,0.628930817610063
0.603960396039604,1429.10608023578,1630.48974107024,0.5,0.723404255319149,0.60441292356186
0.623762376237624,1434.52037365503,2004.68179983781,0.5,0.765957446808511,0.634357762017337
0.584158415841584,935.332865146771,948.581372487384,0.481481481481481,0.702127659574468,0.655240346729708
0.584158415841584,1036.57676617328,1481.31538470989,0.452830188679245,0.729166666666667,0.601415094339623
0.534653465346535,4.84711510539404,541.407449507833,0.433962264150943,0.645833333333333,0.589622641509434
0.613861386138614,1916.57676617328,2154.93780803819,0.462962962962963,0.787234042553192,0.631205673758865
0.584158415841584,780.514897615282,1572.03397984025,0.462962962962963,0.723404255319149,0.631599684791174
0.633663366336634,2298.04527805356,1038.92875989679,0.490566037735849,0.791666666666667,0.636792452830189
0.613861386138614,1536.80806265458,1386.65762416977,0.452830188679245,0.791666666666667,0.610455974842767
0.594059405940594,1112.06105613512,1079.46513119588,0.490566037735849,0.708333333333333,0.640723270440252
0.584158415841584,742.24319125147,745.559212777244,0.5,0.673469387755102,0.612637362637363
0.554455445544555,-608.692367341982,348.218470730619,0.471698113207547,0.645833333333333,0.630503144654088
0.584158415841584,830.832937683322,434.63664214879,0.471698113207547,0.708333333333333,0.619103773584906
0.564356435643564,-238.17581866754,1094.74618416623,0.433962264150943,0.708333333333333,0.642688679245283
0.603960396039604,586.772295710915,771.739743296009,0.490566037735849,0.729166666666667,0.639544025157233
0.603960396039604,880.423089361709,223.692716793101,0.452830188679245,0.770833333333333,0.648584905660377
0.613861386138614,1036.09104672404,1589.22676607715,0.509433962264151,0.729166666666667,0.679638364779874
0.594059405940594,68.426954777341,1076.31176441215,0.537037037037037,0.659574468085106,0.649724192277384
0.594059405940594,425.85304185688,1284.95003636564,0.537037037037037,0.659574468085106,0.676516942474389
0.584158415841584,263.278806629193,571.275088125473,0.518518518518518,0.659574468085106,0.64026792750197
0.603960396039604,564.17597709158,927.603276844966,0.518518518518518,0.702127659574468,0.663120567375887
0.584158415841584,35.8235375447671,1135.5837022167,0.509433962264151,0.666666666666667,0.667845911949686
0.574257425742574,17.336310175187,242.728695567571,0.461538461538462,0.693877551020408,0.637755102040816
0.623762376237624,615.751969679082,637.351166778278,0.568627450980392,0.68,0.68
0.584158415841584,51.667667223936,223.519167575435,0.509803921568627,0.66,0.636078431372549
0.554455445544555,-747.803878659376,580.349551244053,0.529411764705882,0.58,0.610588235294118
0.564356435643564,-110.879085306689,743.405651461918,0.470588235294118,0.66,0.637647058823529
0.603960396039604,859.223350150461,1791.74383783271,0.509803921568627,0.7,0.646274509803922
0.574257425742574,6.32910782587807,936.637604693871,0.470588235294118,0.68,0.607450980392157
0.584158415841584,196.748434232595,1637.70452742256,0.509803921568627,0.66,0.644705882352941
0.564356435643564,-30.2547820736901,1409.07952251061,0.470588235294118,0.66,0.616862745098039
0.603960396039604,471.334875526018,792.381168414416,0.519230769230769,0.693877551020408,0.630690737833595
0.613861386138614,631.611513232996,611.34040362365,0.538461538461538,0.693877551020408,0.625196232339089
0.584158415841584,337.08891264518,616.164670220937,0.480769230769231,0.693877551020408,0.627943485086342
0.554455445544555,-511.77094155291,-496.191687473657,0.480769230769231,0.63265306122449,0.626373626373626
0.603960396039604,826.5386656972,847.908625115147,0.461538461538462,0.755102040816326,0.678571428571429
0.584158415841584,65.807221025253,947.194555912587,0.490566037735849,0.6875,0.680031446540881
0.544554455445545,-204.764208921352,-183.974421647694,0.407407407407407,0.702127659574468,0.645784081954295
0.554455445544555,32.5970760977161,833.766102581321,0.444444444444444,0.680851063829787,0.617809298660362
0.584158415841584,716.097828756363,1371.084664194,0.418181818181818,0.782608695652174,0.664822134387352
0.544554455445545,-218.301771643237,-245.588727229392,0.381818181818182,0.739130434782609,0.64703557312253
