"logistic_acc_nb","logistic_profit_nb","logistic_utility_profit_nb","logistic_sens_nb","logistic_spec_nb","logistic_auc_nb","gbm_acc_nb","gbm_profit_nb","gbm_utility_profit_nb","gbm_sens_nb","gbm_spec_nb","gbm_auc_nb","rf_acc_nb","rf_profit_nb","rf_utility_profit_nb","rf_sens_nb","rf_spec_nb","rf_auc_nb","iteration","ann_acc_nb","ann_profit_nb","ann_utility_profit_nb","ann_sens_nb","ann_spec_nb","ann_auc_nb","ann_acc_nb_mlnet","ann_profit_nb_mlnet","ann_utility_profit_nb_mlnet","ann_sens_nb_mlnet","ann_spec_nb_mlnet","ann_auc_nb_mlnet"
0.534653465346535,-656.143099571135,-656.143099571135,0.592592592592593,0.468085106382979,0.549842395587076,0.633663366336634,101.347950270414,841.968865303093,0.740740740740741,0.51063829787234,0.670212765957447,0.663366336633663,331.910880756618,2007.61087061087,0.851851851851852,0.446808510638298,0.69956658786446,0,0.623762376237624,691.015550415452,246.257348091461,0.703703703703704,0.531914893617021,0.661544523246651,0.584158415841584,-26.2894835449169,65.1559070394711,0.481481481481481,0.702127659574468,0.594168636721828
0.554455445544555,-341.764014603814,-341.764014603814,0.60377358490566,0.5,0.556800314465409,0.584158415841584,-898.269229935002,-701.251686075353,0.69811320754717,0.458333333333333,0.651336477987421,0.623762376237624,-262.402438774094,2176.63203463203,0.849056603773585,0.375,0.685731132075472,1,0.603960396039604,392.634064751358,552.293155660449,0.660377358490566,0.541666666666667,0.616745283018868,0.594059405940594,1011.03147986706,1239.66857900803,0.528301886792453,0.666666666666667,0.63561320754717
0.554455445544555,-340.481963321762,-340.481963321762,0.60377358490566,0.5,0.55562106918239,0.603960396039604,-425.435952101723,-492.10261876839,0.716981132075472,0.479166666666667,0.670204402515723,0.623762376237624,-542.395303255447,1950.45987345987,0.849056603773585,0.375,0.714426100628931,2,0.613861386138614,-285.529585324056,260.23761044314,0.679245283018868,0.541666666666667,0.665880503144654,0.603960396039604,1352.26036793805,1900.34803027571,0.471698113207547,0.75,0.622248427672956
0.584158415841584,318.644087098407,318.644087098407,0.660377358490566,0.5,0.565841194968553,0.623762376237624,-203.387738877039,-439.842847236172,0.754716981132076,0.479166666666667,0.673349056603774,0.603960396039604,-1075.71276357291,1672.7326007326,0.811320754716981,0.375,0.683372641509434,3,0.594059405940594,-406.776351300933,-823.259867784449,0.69811320754717,0.479166666666667,0.624213836477987,0.594059405940594,1282.33786560378,1134.22659452192,0.490566037735849,0.708333333333333,0.635220125786163
0.574257425742574,170.115558569878,170.115558569878,0.648148148148148,0.48936170212766,0.570921985815603,0.653465346534653,475.890794813259,310.400598734827,0.740740740740741,0.553191489361702,0.682033096926714,0.613861386138614,-704.218260666639,1395.20346320346,0.814814814814815,0.382978723404255,0.700945626477541,4,0.623762376237624,-349.023974221257,-374.738259935543,0.722222222222222,0.51063829787234,0.617415287628054,0.564356435643564,109.257373387068,938.523557495357,0.444444444444444,0.702127659574468,0.613869188337273
0.584158415841584,263.562410995059,263.562410995059,0.666666666666667,0.48936170212766,0.569542947202522,0.643564356435644,77.1639777706542,827.163977770654,0.740740740740741,0.531914893617021,0.689125295508274,0.633663366336634,-190.448873430433,1972.12654012654,0.888888888888889,0.340425531914894,0.714539007092199,5,0.643564356435644,365.430183242742,943.21527096204,0.722222222222222,0.553191489361702,0.662332545311269,0.574257425742574,987.75444941046,1840.86866852468,0.462962962962963,0.702127659574468,0.635539795114263
0.554455445544555,-173.25676111823,-173.25676111823,0.62962962962963,0.468085106382979,0.56284475965327,0.633663366336634,-172.664305057629,-295.391577784902,0.777777777777778,0.468085106382979,0.702127659574468,0.653465346534653,-44.4630586389898,2022.36463536464,0.851851851851852,0.425531914893617,0.711189913317573,6,0.554455445544555,-2061.08672205059,-197.134152880635,0.666666666666667,0.425531914893617,0.63317572892041,0.584158415841584,705.741956055862,1355.04601895203,0.5,0.680851063829787,0.620567375886525
0.554455445544555,-102.966906045767,-102.966906045767,0.622641509433962,0.479166666666667,0.565055031446541,0.613861386138614,-316.235733629058,91.0369936436691,0.754716981132076,0.458333333333333,0.697720125786163,0.633663366336634,-340.839870233194,1580.20346320346,0.867924528301887,0.375,0.700864779874214,7,0.584158415841584,-1403.98478879642,32.1916817918151,0.679245283018868,0.479166666666667,0.650550314465409,0.594059405940594,1376.21477522305,659.114565920831,0.490566037735849,0.708333333333333,0.611635220125786
0.564356435643564,-230.823115196094,-230.823115196094,0.622641509433962,0.5,0.547169811320755,0.653465346534653,433.412410213458,209.352259837519,0.773584905660377,0.520833333333333,0.682783018867925,0.594059405940594,-952.637015401183,1472.12654012654,0.849056603773585,0.3125,0.696933962264151,8,0.663366336633663,435.242511375825,308.926721902141,0.754716981132076,0.5625,0.731525157232704,0.574257425742574,289.830936839215,1015.14293624332,0.471698113207547,0.6875,0.615172955974843
0.564356435643564,-313.045337418316,-313.045337418316,0.62962962962963,0.48936170212766,0.545902285263987,0.633663366336634,-194.951886756975,-147.583465704343,0.759259259259259,0.48936170212766,0.694641449960599,0.643564356435644,-140.046219439543,1813.55511155511,0.87037037037037,0.382978723404255,0.710992907801418,9,0.574257425742574,-73.6585324547849,773.905570109317,0.611111111111111,0.531914893617021,0.605594956658786,0.603960396039604,981.473813570328,1532.07303392342,0.462962962962963,0.765957446808511,0.585106382978723
