"ann_acc_nb","ann_profit_nb","ann_utility_profit_nb","ann_sens_nb","ann_spec_nb","ann_auc_nb"
0.594059405940594,-1053.05873265794,36.6016683445651,0.703703703703704,0.468085106382979,0.655240346729708
0.564356435643564,-1161.29949774081,655.810611291361,0.735849056603774,0.375,0.637578616352201
0.564356435643564,-673.34352347921,-670.957669137473,0.660377358490566,0.458333333333333,0.64622641509434
0.613861386138614,182.118843364301,-253.245302293962,0.716981132075472,0.5,0.643474842767296
0.574257425742574,-1356.70021909632,-346.508072062066,0.648148148148148,0.48936170212766,0.646572104018913
0.554455445544555,-964.837960311106,-298.024845889296,0.62962962962963,0.468085106382979,0.591410559495666
0.623762376237624,-75.2690671056679,757.153186604527,0.666666666666667,0.574468085106383,0.698187549251379
0.584158415841584,-356.479355571495,-647.306101289545,0.660377358490566,0.5,0.644654088050314
0.603960396039604,-10.4442160650929,76.1148082439311,0.679245283018868,0.520833333333333,0.647405660377358
0.603960396039604,101.633934079942,290.724843170851,0.666666666666667,0.531914893617021,0.683215130023641
0.574257425742574,-463.666591342001,-1330.63454985408,0.62962962962963,0.51063829787234,0.606776989755713
0.613861386138614,369.992570751946,1335.46876122814,0.716981132075472,0.5,0.626572327044025
0.574257425742574,-941.678388626244,-394.701264443237,0.735849056603774,0.395833333333333,0.662342767295597
0.584158415841584,-277.13894360847,54.6792382097121,0.660377358490566,0.5,0.595518867924528
0.534653465346535,-2023.04501394939,-1179.29501394939,0.596153846153846,0.469387755102041,0.603218210361067
0.603960396039604,106.923614481092,-352.362099804623,0.773584905660377,0.416666666666667,0.624606918238994
0.544554455445545,-1606.91532633121,-1484.32108880773,0.60377358490566,0.479166666666667,0.584512578616352
0.574257425742574,-677.33320416703,-1328.65799049182,0.69811320754717,0.4375,0.619103773584906
0.594059405940594,529.817244016026,127.054320664867,0.679245283018868,0.5,0.636792452830189
0.673267326732673,1078.73543053371,753.042631020152,0.716981132075472,0.625,0.680031446540881
0.574257425742574,-1321.10859493624,-476.157575305978,0.660377358490566,0.479166666666667,0.66627358490566
0.574257425742574,-875.779709449784,-1163.36406137237,0.685185185185185,0.446808510638298,0.615445232466509
0.603960396039604,-446.447220363104,-360.403208819094,0.740740740740741,0.446808510638298,0.635539795114263
0.594059405940594,-1008.51929060369,-78.1412242256219,0.648148148148148,0.531914893617021,0.667454688731284
0.633663366336634,-209.29141745133,-367.869848823879,0.740740740740741,0.51063829787234,0.671394799054373
0.544554455445545,-1237.72272797088,-1309.62989487804,0.679245283018868,0.395833333333333,0.617924528301887
0.574257425742574,-1012.51708747112,503.316245862215,0.711538461538462,0.428571428571429,0.618524332810047
0.603960396039604,-18.563947280126,270.80942934325,0.745098039215686,0.46,0.636470588235294
0.643564356435644,839.563317914916,366.735035086633,0.803921568627451,0.48,0.650980392156863
0.633663366336634,836.238673372878,613.468959426693,0.784313725490196,0.48,0.687058823529412
0.623762376237624,-163.568808910735,-314.521189863116,0.725490196078431,0.52,0.672156862745098
0.623762376237624,-373.511243143518,1026.25039580233,0.764705882352941,0.48,0.645098039215686
0.653465346534653,410.294492916088,-226.309643688049,0.784313725490196,0.52,0.652156862745098
0.633663366336634,-143.846247320627,-290.740186714567,0.745098039215686,0.52,0.616078431372549
0.613861386138614,-98.9605710723859,680.476658364843,0.647058823529412,0.58,0.64078431372549
0.594059405940594,-611.461666879109,-904.583360000802,0.730769230769231,0.448979591836735,0.660125588697017
0.613861386138614,478.728416171655,423.53361097685,0.711538461538462,0.510204081632653,0.639717425431711
0.643564356435644,662.018923570859,153.429551590183,0.769230769230769,0.510204081632653,0.659340659340659
0.584158415841584,158.732791946493,144.165692379392,0.692307692307692,0.469387755102041,0.611067503924647
0.653465346534653,550.594615308315,-170.799340976946,0.692307692307692,0.612244897959184,0.666405023547881
0.653465346534653,531.405057188418,314.306211589573,0.754716981132076,0.541666666666667,0.70440251572327
0.623762376237624,-35.7345000208,339.999025712726,0.722222222222222,0.51063829787234,0.701733648542159
0.643564356435644,365.772213877218,1198.77221387722,0.722222222222222,0.553191489361702,0.701733648542159
0.603960396039604,154.325349147745,274.47686429926,0.654545454545455,0.543478260869565,0.656126482213439
0.643564356435644,168.739731062128,473.176960499356,0.727272727272727,0.543478260869565,0.66798418972332
0.633663366336634,645.274122596519,620.743098065494,0.672727272727273,0.58695652173913,0.627667984189723
0.653465346534653,317.834979613896,539.263551042467,0.709090909090909,0.58695652173913,0.702766798418972
0.613861386138614,-139.108485866048,844.679620764164,0.636363636363636,0.58695652173913,0.681818181818182
0.643564356435644,967.070140872076,589.94595786554,0.727272727272727,0.543478260869565,0.641501976284585
0.702970297029703,2057.28215108409,1893.29628400998,0.759259259259259,0.638297872340426,0.708037825059102
0.574257425742574,-502.843231064314,-722.501350722434,0.641509433962264,0.5,0.646619496855346
0.693069306930693,1677.68365267996,1421.0402960366,0.711538461538462,0.673469387755102,0.715070643642072
0.613861386138614,72.4337686244492,-128.591389792013,0.666666666666667,0.56,0.689411764705882
0.623762376237624,617.03515946625,510.368492799583,0.686274509803922,0.56,0.683529411764706
0.603960396039604,273.049158633701,419.420434416741,0.74,0.470588235294118,0.64156862745098
0.633663366336634,1047.40570731378,961.994451902523,0.72,0.549019607843137,0.685098039215686
0.584158415841584,-1139.35708601679,-310.208966162786,0.673469387755102,0.5,0.680926216640502
0.693069306930693,2172.39142151433,1853.11950985111,0.75,0.641509433962264,0.780267295597484
0.653465346534653,848.425850569217,422.846846240212,0.787234042553192,0.537037037037037,0.710795902285264
0.653465346534653,435.720292109788,1753.27771507898,0.765957446808511,0.555555555555556,0.750591016548463
0.643564356435644,716.461538713601,24.7873011154511,0.74468085106383,0.555555555555556,0.698187549251379
0.653465346534653,1115.33875196166,720.414509537415,0.765957446808511,0.555555555555556,0.734830575256107
0.574257425742574,-348.820583704744,-617.596463621928,0.782608695652174,0.4,0.647826086956522
0.643564356435644,1029.47341908482,679.890085751481,0.666666666666667,0.625,0.703571428571429
0.623762376237624,176.388761249519,-198.852007785368,0.782608695652174,0.490909090909091,0.673517786561265
0.653465346534653,1122.07304102203,731.285225895982,0.760869565217391,0.563636363636364,0.718181818181818
0.613861386138614,98.7818475134482,-434.329853469097,0.755555555555556,0.5,0.715079365079365
0.613861386138614,-519.190792047427,-962.054548661184,0.733333333333333,0.517857142857143,0.682142857142857
0.613861386138614,-368.931287982295,-437.416136467144,0.695652173913043,0.545454545454545,0.690909090909091
0.712871287128713,1911.79524807992,2092.38348337404,0.739130434782609,0.690909090909091,0.758498023715415
0.613861386138614,-463.970851904213,-948.984079417441,0.782608695652174,0.472727272727273,0.671936758893281
0.554455445544555,-1330.44930099136,-1450.98501527707,0.652173913043478,0.472727272727273,0.651383399209486
0.613861386138614,-609.329531303813,-868.420440394722,0.717391304347826,0.527272727272727,0.68102766798419
0.643564356435644,443.654967289382,397.404967289382,0.74468085106383,0.555555555555556,0.689125295508274
0.613861386138614,-524.080510740215,-857.525127717441,0.702127659574468,0.537037037037037,0.622143420015761
0.633663366336634,237.681422836297,-391.255823492253,0.782608695652174,0.509090909090909,0.705533596837945
0.574257425742574,-1328.86619621132,-1587.30005864518,0.680851063829787,0.481481481481481,0.638297872340426
0.603960396039604,-208.362197510392,-142.453106601301,0.630434782608696,0.581818181818182,0.668774703557312
0.643564356435644,480.369800339252,470.009049978502,0.847826086956522,0.472727272727273,0.729644268774704
0.633663366336634,-160.401637565673,-316.651637565673,0.680851063829787,0.592592592592593,0.716706067769898
0.574257425742574,-666.222232828869,-503.259269865906,0.565217391304348,0.581818181818182,0.625296442687747
0.653465346534653,337.36154829008,215.741177919709,0.760869565217391,0.563636363636364,0.711067193675889
0.603960396039604,-173.56577389044,-74.359424684091,0.777777777777778,0.464285714285714,0.681349206349206
0.653465346534653,491.268121020181,488.252248004307,0.755555555555556,0.571428571428571,0.701190476190476
0.613861386138614,112.802610968994,-311.821784243636,0.608695652173913,0.618181818181818,0.671541501976285
0.633663366336634,75.5805434904981,-261.982587822633,0.711111111111111,0.571428571428571,0.713095238095238
0.673267326732673,649.531590312388,504.293495074292,0.755555555555556,0.607142857142857,0.711904761904762
0.693069306930693,824.456305264743,478.398452298995,0.782608695652174,0.618181818181818,0.714229249011858
0.613861386138614,-358.746189618204,-228.233924105938,0.733333333333333,0.517857142857143,0.662301587301587
0.702970297029703,1345.55275218074,1445.55275218074,0.847826086956522,0.581818181818182,0.751383399209486
0.673267326732673,1602.47675703519,1516.53205657436,0.711111111111111,0.642857142857143,0.720238095238095
0.623762376237624,912.410072158935,603.150812899676,0.688888888888889,0.571428571428571,0.671031746031746
0.613861386138614,-503.775863695194,121.035918725285,0.711111111111111,0.535714285714286,0.692063492063492
0.643564356435644,1665.00506975393,1623.33840308727,0.755555555555556,0.553571428571429,0.715873015873016
0.623762376237624,517.954483252545,303.271740590262,0.695652173913043,0.563636363636364,0.69604743083004
0.683168316831683,2026.14947666493,1734.48280999826,0.782608695652174,0.6,0.771541501976285
0.653465346534653,414.896673391665,280.149198644191,0.717391304347826,0.6,0.679051383399209
0.633663366336634,78.6338051814041,-211.206999175529,0.804347826086957,0.490909090909091,0.743478260869565
0.633663366336634,-174.19726809358,436.899634435547,0.702127659574468,0.574074074074074,0.687549251379039
0.673267326732673,2015.37758262211,1821.26983851437,0.770833333333333,0.584905660377358,0.723663522012579
0.623762376237624,-64.5809121089399,935.41908789106,0.6875,0.566037735849057,0.720518867924528
0.554455445544555,-1235.249860501,-930.249860500998,0.708333333333333,0.415094339622642,0.67059748427673
0.643564356435644,431.081410791235,-231.075876366051,0.6875,0.60377358490566,0.693003144654088
0.702970297029703,2357.65490975604,2430.43268753382,0.787234042553192,0.62962962962963,0.721040189125296
0.584158415841584,-655.156895778879,151.156235534253,0.659574468085106,0.518518518518518,0.646178092986604
0.594059405940594,298.787533062575,-51.2383468546089,0.702127659574468,0.5,0.64736012608353
0.603960396039604,499.173379100596,424.728934656152,0.723404255319149,0.5,0.648542159180457
0.643564356435644,539.2831193147,1871.69052672211,0.760869565217391,0.545454545454545,0.664822134387352
0.603960396039604,919.205898915723,1214.29906661759,0.608695652173913,0.6,0.632806324110672
0.584158415841584,342.571952939672,226.407678617503,0.695652173913043,0.490909090909091,0.640316205533597
0.554455445544555,-88.399784239159,-485.622006461381,0.608695652173913,0.509090909090909,0.646245059288538
0.544554455445545,-270.876936716311,645.789729950356,0.630434782608696,0.472727272727273,0.673122529644269
0.653465346534653,1770.00942287714,1136.62292633275,0.717391304347826,0.6,0.679841897233202
0.544554455445545,-1160.26903457523,-991.935701241895,0.652173913043478,0.454545454545455,0.61699604743083
0.594059405940594,539.133748843573,-340.322772895557,0.659574468085106,0.537037037037037,0.630811662726556
0.633663366336634,708.647995700035,1749.92505197709,0.770833333333333,0.509433962264151,0.660770440251572
0.584158415841584,-335.803721093897,-66.3592766494519,0.645833333333333,0.528301886792453,0.656839622641509
0.594059405940594,459.631958382704,851.576402827148,0.693877551020408,0.5,0.615384615384615
0.554455445544555,-596.870438267426,552.725521328534,0.645833333333333,0.471698113207547,0.64190251572327
0.594059405940594,871.610125143479,989.955654742879,0.63265306122449,0.557692307692308,0.632260596546311
0.613861386138614,29.4649675635381,-20.852492753922,0.73469387755102,0.5,0.631475667189953
0.623762376237624,902.538253092067,944.601745155559,0.714285714285714,0.538461538461538,0.60989010989011
0.663366336633663,925.497863813825,2194.06929238525,0.73469387755102,0.596153846153846,0.722135007849294
0.633663366336634,1309.40160712933,1474.40160712933,0.72,0.549019607843137,0.694901960784314
0.613861386138614,173.549960458601,111.931140681887,0.653061224489796,0.576923076923077,0.67032967032967
0.574257425742574,-603.002245057126,-851.618845847639,0.653061224489796,0.5,0.626766091051805
0.594059405940594,-523.78602268301,1029.69882580184,0.673469387755102,0.519230769230769,0.656593406593407
0.544554455445545,-1010.86299541788,-19.0448135996939,0.591836734693878,0.5,0.595761381475667
0.574257425742574,53.8963544458381,-503.696491304901,0.591836734693878,0.557692307692308,0.61734693877551
0.603960396039604,564.622877498336,334.067321942781,0.64,0.568627450980392,0.638039215686275
0.603960396039604,-63.234012200657,126.210432243787,0.705882352941177,0.5,0.638823529411765
0.584158415841584,-587.016444245351,-319.238666467573,0.568627450980392,0.6,0.649019607843137
0.633663366336634,1140.87905537326,1189.21238870659,0.686274509803922,0.58,0.658823529411765
0.633663366336634,832.022426990454,1613.37822095494,0.686274509803922,0.58,0.669803921568627
0.643564356435644,374.7772065483,1039.33949611059,0.784313725490196,0.5,0.732941176470588
0.643564356435644,648.522138821971,930.195393103922,0.692307692307692,0.591836734693878,0.686420722135008
0.623762376237624,90.506740589182,1992.32492240736,0.730769230769231,0.510204081632653,0.704081632653061
0.623762376237624,816.484596300558,823.033630175569,0.692307692307692,0.551020408163265,0.655808477237049
0.524752475247525,-1998.95771181577,-1784.9313460247,0.547169811320755,0.5,0.615566037735849
0.603960396039604,-488.203027903195,-675.345885046052,0.69811320754717,0.5,0.650157232704403
0.574257425742574,-949.138289975893,-374.18285325575,0.648148148148148,0.48936170212766,0.643026004728132
0.584158415841584,-853.961339876341,206.197390282389,0.592592592592593,0.574468085106383,0.623325453112687
0.544554455445545,-1890.31272979551,-989.136259207271,0.584905660377358,0.5,0.651729559748428
0.574257425742574,35.498270798105,-468.521337045032,0.584905660377358,0.5625,0.621069182389937
0.544554455445545,-933.012495692203,-1299.32828516589,0.673076923076923,0.408163265306122,0.58712715855573
0.554455445544555,-839.920776833893,-992.552355781261,0.692307692307692,0.408163265306122,0.578492935635793
0.643564356435644,1174.48818398239,1980.50549999971,0.711538461538462,0.571428571428571,0.660125588697017
0.514851485148515,-1556.61960753461,-1732.93539700829,0.615384615384615,0.408163265306122,0.593014128728414
0.663366336633663,2179.31208982931,1674.41922670116,0.711538461538462,0.612244897959184,0.703296703296703
0.574257425742574,-740.285458591764,-1162.05579351999,0.641509433962264,0.5,0.661949685534591
0.574257425742574,-55.1385178182251,1146.52814884844,0.666666666666667,0.468085106382979,0.656422379826635
0.613861386138614,537.274580144071,637.274580144072,0.685185185185185,0.531914893617021,0.659180457052797
0.613861386138614,807.439270526154,599.456814385803,0.690909090909091,0.521739130434783,0.682608695652174
0.633663366336634,1239.47452995272,2123.52214900034,0.767857142857143,0.466666666666667,0.598412698412698
0.613861386138614,926.194579320498,1806.43267455859,0.666666666666667,0.545454545454545,0.621212121212121
0.613861386138614,396.418668956352,346.290463828147,0.701754385964912,0.5,0.614035087719298
0.613861386138614,51.8481125827279,2050.18144591606,0.672413793103448,0.534883720930233,0.619486768243785
0.603960396039604,613.362618253243,1298.16653982187,0.627118644067797,0.571428571428571,0.644471347861178
0.633663366336634,1778.52683598712,1916.62207408236,0.716666666666667,0.51219512195122,0.635772357723577
0.564356435643564,-162.239761656538,1066.80785739108,0.573770491803279,0.55,0.650409836065574
0.564356435643564,-762.463276536174,389.917675844779,0.60655737704918,0.5,0.6
0.603960396039604,795.196432587058,907.381306536638,0.622950819672131,0.575,0.682786885245902
0.584158415841584,-664.164464165142,1217.74029773962,0.616666666666667,0.536585365853659,0.632520325203252
0.623762376237624,874.655560204079,938.914819463338,0.666666666666667,0.560975609756098,0.698780487804878
0.603960396039604,-30.4102472871031,550.416820382071,0.672131147540984,0.5,0.651639344262295
0.633663366336634,333.580228916323,2283.38061371671,0.704918032786885,0.525,0.686475409836066
0.603960396039604,745.002387463768,878.752387463768,0.60655737704918,0.6,0.677049180327869
0.603960396039604,387.581348687903,1816.02831838487,0.672131147540984,0.5,0.642213114754098
0.594059405940594,855.727221094151,921.741372037547,0.629032258064516,0.538461538461538,0.62944582299421
0.564356435643564,17.236381539867,-274.920481205231,0.573770491803279,0.55,0.581967213114754
0.623762376237624,1983.79905588959,1694.21572255626,0.622950819672131,0.625,0.660655737704918
0.594059405940594,38.705966611721,144.056843804704,0.709677419354839,0.41025641025641,0.628205128205128
0.544554455445545,-1371.67000974965,338.515175435533,0.60655737704918,0.45,0.579098360655738
0.584158415841584,-688.225033076025,-525.838669439661,0.633333333333333,0.51219512195122,0.626016260162602
0.603960396039604,293.715085222328,1089.54841855566,0.677966101694915,0.5,0.620661824051654
0.653465346534653,560.18897746281,750.605644129477,0.677966101694915,0.619047619047619,0.711460855528652
0.603960396039604,468.235151476265,620.087003328116,0.677966101694915,0.5,0.658595641646489
0.594059405940594,-705.252223086625,128.081110246708,0.689655172413793,0.465116279069767,0.689655172413793
0.613861386138614,-314.474178667277,-603.872326815425,0.694915254237288,0.5,0.632768361581921
