"st1_acc","st1_profit","st1_utility_profit","st1_sens","st1_spec","st1_auc","iteration"
0.663366336633663,-123.318548350906,-730.82568994561,0.645833333333333,0.679245283018868,0.662539308176101,101
0.653465346534653,-238.808744429338,645.869097821284,0.625,0.679245283018868,0.659787735849057,102
0.653465346534653,-243.253188873782,219.17431005439,0.638297872340426,0.666666666666667,0.652482269503546,103
0.514851485148515,-1934.22845583783,-918.677620806777,0.617021276595745,0.425925925925926,0.6150512214342,104
0.663366336633663,1.98795452525613,559.17431005439,0.638297872340426,0.685185185185185,0.661741528762805,105
0.653465346534653,-224.375681838381,319.17431005439,0.638297872340426,0.666666666666667,0.652482269503546,106
0.643564356435644,-347.102954565654,1119.17431005439,0.630434782608696,0.654545454545455,0.642490118577075,107
0.643564356435644,-343.150385395693,1011.95040863612,0.630434782608696,0.654545454545455,0.642490118577075,108
0.633663366336634,141.231405968196,2652.10114378685,0.608695652173913,0.654545454545455,0.678853754940711,109
0.643564356435644,-355.543547788856,1411.95040863612,0.630434782608696,0.654545454545455,0.642490118577075,110
0.633663366336634,-497.210214455523,2563.62475579434,0.630434782608696,0.636363636363636,0.653754940711462,111
0.613861386138614,-852.594829840138,1771.95040863612,0.630434782608696,0.6,0.615217391304348,112
0.613861386138614,-852.594829840138,1671.95040863612,0.630434782608696,0.6,0.615217391304348,113
0.594059405940594,-1240.92816317347,1283.78224046795,0.617021276595745,0.574074074074074,0.595547675334909,114
0.584158415841584,-1396.48371872903,838.226684912393,0.604166666666667,0.566037735849057,0.585102201257862,115
0.584158415841584,-1375.05514730046,938.226684912393,0.604166666666667,0.566037735849057,0.585102201257862,116
0.584158415841584,-1405.5797895898,784.172630858339,0.612244897959184,0.557692307692308,0.584968602825746,117
0.594059405940594,-1272.24645625647,584.172630858339,0.625,0.566037735849057,0.595518867924528,118
0.594059405940594,-1272.24645625647,1094.17263085834,0.612244897959184,0.576923076923077,0.59458398744113,119
0.584158415841584,-1409.28349329351,904.172630858339,0.591836734693878,0.576923076923077,0.584379905808477,120
0.584158415841584,-1386.05117006118,1104.17263085834,0.591836734693878,0.576923076923077,0.584379905808477,121
0.594059405940594,-1276.05117006118,1194.17263085834,0.612244897959184,0.576923076923077,0.59458398744113,122
0.594059405940594,-1346.34102513365,1007.21610911921,0.62,0.568627450980392,0.594313725490196,123
0.603960396039604,-1198.7219775146,1092.21610911921,0.63265306122449,0.576923076923077,0.604788069073783,124
0.603960396039604,-1146.87012566275,1266.29018319328,0.63265306122449,0.576923076923077,0.604788069073783,125
0.594059405940594,-1318.29869709132,1209.86161176471,0.63265306122449,0.557692307692308,0.595172684458399,126
0.584158415841584,-1480.79869709132,2572.36929225626,0.63265306122449,0.538461538461538,0.610086342229199,127
0.584158415841584,-1525.67049196311,994.028278431379,0.63265306122449,0.538461538461538,0.585557299843014,128
0.613861386138614,-164.450690259442,2165.94072082769,0.46,0.764705882352941,0.622941176470588,129
0.594059405940594,-618.406734215486,1627.36929225626,0.450980392156863,0.74,0.607647058823529,130
0.584158415841584,-1684.68397549273,465.014794901766,0.647058823529412,0.52,0.583529411764706,131
0.574257425742574,-1103.33790830455,1710.14707003404,0.450980392156863,0.7,0.58843137254902,132
0.613861386138614,-367.022118830871,1700.4645303515,0.490196078431373,0.74,0.622156862745098,133
0.623762376237624,-38.4028433694898,2285.7026255896,0.470588235294118,0.78,0.635882352941176,134
0.623762376237624,-248.640938607586,1868.79786368483,0.480769230769231,0.775510204081633,0.642268445839874,135
0.603960396039604,-776.015455982103,1361.42334631032,0.5,0.714285714285714,0.626373626373626,136
0.613861386138614,-1190.95026775902,884.45923934621,0.653846153846154,0.571428571428571,0.612637362637363,137
0.574257425742574,-1539.28841109716,1866.69338415001,0.490566037735849,0.666666666666667,0.627948113207547,138
0.613861386138614,-1269.28360109235,688.903683790654,0.660377358490566,0.5625,0.611438679245283,139
