"logistic_acc_b","logistic_profit_b","logistic_utility_profit_b","logistic_sens_b","logistic_spec_b","logistic_auc_b","gbm_acc_b","gbm_profit_b","gbm_utility_profit_b","gbm_sens_b","gbm_spec_b","gbm_auc_b","rf_acc_b","rf_profit_b","rf_utility_profit_b","rf_sens_b","rf_spec_b","rf_auc_b","iteration","ann_acc_b","ann_profit_b","ann_utility_profit_b","ann_sens_b","ann_spec_b","ann_auc_b"
0.643564356435644,-1198.56585346195,-75.736848071885,0.75,0.530612244897959,0.73116169544741,0.584158415841584,-490.629379984555,-1212.51971187489,0.653846153846154,0.510204081632653,0.607927786499215,0.584158415841584,-1451.20738948584,-1469.66613952132,0.692307692307692,0.469387755102041,0.653649921507064,14,0.643564356435644,-1078.91152990602,-738.506003776463,0.730769230769231,0.551020408163265,0.724882260596546
0.653465346534653,-1069.99442489052,-259.83941217445,0.754716981132076,0.541666666666667,0.748820754716981,0.603960396039604,-53.5947479499219,-849.655354010529,0.660377358490566,0.541666666666667,0.612028301886792,0.594059405940594,-1273.90541218386,-1433.23756809275,0.679245283018868,0.5,0.663718553459119,15,0.653465346534653,-1050.51390541,-821.880798215836,0.792452830188679,0.5,0.735455974842767
0.653465346534653,-1082.60703750313,-141.682794017832,0.754716981132076,0.541666666666667,0.749213836477987,0.613861386138614,-347.41624018318,-1054.28161663679,0.679245283018868,0.541666666666667,0.61124213836478,0.584158415841584,-1647.87405615251,-1341.88836174354,0.69811320754717,0.458333333333333,0.661163522012579,16,0.653465346534653,-1063.12651802261,-1109.27233260737,0.792452830188679,0.5,0.737421383647799
0.643564356435644,-1193.71814861424,258.317205982168,0.735849056603774,0.541666666666667,0.738207547169811,0.594059405940594,-209.242146303205,-737.37685473203,0.679245283018868,0.5,0.599842767295597,0.594059405940594,-1257.98949626795,-1337.99947285465,0.679245283018868,0.5,0.654677672955975,17,0.633663366336634,-1158.6375122407,207.153301885148,0.660377358490566,0.604166666666667,0.721305031446541
0.643564356435644,-1193.71814861424,267.547975212937,0.735849056603774,0.541666666666667,0.737814465408805,0.613861386138614,-150.155056921997,-873.726061081237,0.641509433962264,0.583333333333333,0.621462264150943,0.603960396039604,-1118.94187722033,-1138.22169507687,0.69811320754717,0.5,0.658608490566038,18,0.633663366336634,-1101.1375122407,461.826961558808,0.641509433962264,0.625,0.726022012578616
0.643564356435644,-1174.86292975903,484.214641879604,0.735849056603774,0.541666666666667,0.735062893081761,0.554455445544555,-1084.88527224045,-1236.80686916204,0.60377358490566,0.5,0.59001572327044,0.554455445544555,-2075.14639342484,-1550.06109750451,0.660377358490566,0.4375,0.643867924528302,19,0.633663366336634,-1082.28229338548,568.479198211045,0.641509433962264,0.625,0.724449685534591
0.643564356435644,-1196.11896840637,314.214641879604,0.735849056603774,0.541666666666667,0.73624213836478,0.574257425742574,-714.412339376211,-1691.46924382442,0.660377358490566,0.479166666666667,0.597877358490566,0.603960396039604,-1108.26429393405,-1321.26744671086,0.69811320754717,0.5,0.653694968553459,20,0.653465346534653,-952.166399236408,-603.507807528268,0.754716981132076,0.541666666666667,0.726022012578616
0.633663366336634,-1334.58050686791,314.214641879604,0.722222222222222,0.531914893617021,0.731678486997636,0.594059405940594,-357.206839562014,-367.365569720745,0.685185185185185,0.48936170212766,0.622537431048069,0.574257425742574,-1775.56181123157,-1405.66736052254,0.685185185185185,0.446808510638298,0.647951142631994,21,0.643564356435644,-936.021609624799,-191.61570688386,0.666666666666667,0.617021276595745,0.71946414499606
0.643564356435644,-1147.62398512878,406.474193921764,0.722222222222222,0.553191489361702,0.733648542159181,0.554455445544555,-1509.05588423715,-981.430249002816,0.648148148148148,0.446808510638298,0.586682427107959,0.594059405940594,-1330.67840156555,-1654.74258481515,0.685185185185185,0.48936170212766,0.654255319148936,22,0.633663366336634,-1262.05650912652,-1295.50384023018,0.740740740740741,0.51063829787234,0.723404255319149
0.633663366336634,-1252.62398512878,206.474193921764,0.703703703703704,0.553191489361702,0.722616233254531,0.584158415841584,-291.646006533151,-1490.86599843857,0.648148148148148,0.51063829787234,0.592986603624902,0.574257425742574,-1713.08580897295,-1369.20103486184,0.666666666666667,0.468085106382979,0.64204097714736,23,0.613861386138614,-1461.0216096248,-639.529883032656,0.648148148148148,0.574468085106383,0.702915681639086
0.633663366336634,-1268.13761196316,406.474193921764,0.703703703703704,0.553191489361702,0.72655634357762,0.584158415841584,-303.91856781189,-809.59873364995,0.666666666666667,0.48936170212766,0.589440504334121,0.574257425742574,-1694.35701156491,-1154.73908172064,0.666666666666667,0.468085106382979,0.640858944050433,24,0.623762376237624,-1175.55697558962,32.889126082826,0.611111111111111,0.638297872340426,0.705673758865248
0.633663366336634,-1242.16358598913,217.44821989579,0.69811320754717,0.5625,0.724056603773585,0.584158415841584,-697.780189282207,-496.503760397083,0.622641509433962,0.541666666666667,0.595911949685535,0.584158415841584,-1558.85436606227,-1417.0797410613,0.679245283018868,0.479166666666667,0.64249213836478,25,0.623762376237624,-1263.60468874602,-124.60852119743,0.641509433962264,0.604166666666667,0.703223270440252
0.633663366336634,-1209.07535069501,308.519648467219,0.692307692307692,0.571428571428571,0.720957613814757,0.603960396039604,-146.971227570432,-313.975584868908,0.673076923076923,0.530612244897959,0.611459968602826,0.603960396039604,-1186.35436606227,-1240.25621164954,0.692307692307692,0.510204081632653,0.647174254317111,26,0.623762376237624,-1323.50787469275,-1424.74758626805,0.711538461538462,0.530612244897959,0.699764521193093
0.643564356435644,-1025.74201736168,261.549951497522,0.705882352941177,0.58,0.734509803921569,0.584158415841584,-777.632004134021,-1364.87168876501,0.686274509803922,0.48,0.610196078431373,0.613861386138614,-1037.26345697136,-1332.349778901,0.705882352941177,0.52,0.663137254901961,27,0.633663366336634,-1115.71801962029,-1336.90983293029,0.745098039215686,0.52,0.713333333333333
0.633663366336634,-1156.04504766471,261.549951497522,0.705882352941177,0.56,0.725882352941176,0.594059405940594,-380.251051753069,-626.030899924222,0.725490196078431,0.46,0.606274509803922,0.594059405940594,-1341.64056134846,-1304.68435866592,0.705882352941177,0.48,0.654705882352941,28,0.633663366336634,-1102.3570287593,-1671.73960058615,0.784313725490196,0.48,0.714901960784314
0.633663366336634,-1071.60060322027,345.994395941966,0.705882352941177,0.56,0.721176470588235,0.623762376237624,-388.059972159176,12.9171520238302,0.725490196078431,0.52,0.634901960784314,0.584158415841584,-1347.71520742311,-1251.43225782558,0.666666666666667,0.5,0.652352941176471,29,0.613861386138614,-1279.99822771629,-1293.84652445589,0.647058823529412,0.58,0.707843137254902
0.633663366336634,-1032.08447418801,405.510524974224,0.705882352941177,0.56,0.717647058823529,0.603960396039604,-200.971736865058,-239.939990833313,0.686274509803922,0.52,0.61921568627451,0.603960396039604,-969.593514301416,-1163.82721580878,0.666666666666667,0.54,0.639019607843137,30,0.633663366336634,-975.088426757179,-1788.13252063685,0.725490196078431,0.54,0.703137254901961
0.643564356435644,-928.08447418801,485.510524974224,0.725490196078431,0.56,0.734509803921569,0.613861386138614,74.7844017331862,-440.34380339502,0.745098039215686,0.48,0.635294117647059,0.613861386138614,-948.566487274389,-1048.74804729927,0.705882352941177,0.52,0.662156862745098,31,0.643564356435644,-812.672574874508,-1647.52532119141,0.705882352941177,0.58,0.719607843137255
0.633663366336634,-1044.75114085468,405.510524974224,0.705882352941177,0.56,0.723529411764706,0.594059405940594,-977.330638832657,-817.788475681798,0.686274509803922,0.5,0.615294117647059,0.594059405940594,-1239.30722801513,-1259.52582507704,0.686274509803922,0.5,0.656274509803922,32,0.633663366336634,-846.192243611569,246.898224139911,0.647058823529412,0.62,0.705490196078431
0.623762376237624,-1203.57467026644,505.510524974224,0.705882352941177,0.54,0.719607843137255,0.574257425742574,-1318.34886953631,-595.671620859061,0.666666666666667,0.48,0.623137254901961,0.584158415841584,-1329.91968921583,-1186.71256644026,0.666666666666667,0.5,0.645490196078431,33,0.623762376237624,-967.515773023334,867.117267222731,0.627450980392157,0.62,0.712941176470588
0.623762376237624,-1203.57467026644,680.510524974224,0.705882352941177,0.54,0.72,0.584158415841584,-922.663221850662,-1110.5841440657,0.686274509803922,0.48,0.615686274509804,0.594059405940594,-1184.5761638723,-968.617328345018,0.686274509803922,0.5,0.640196078431372,34,0.613861386138614,-1254.82943761961,-1604.19198785808,0.666666666666667,0.56,0.703921568627451
0.633663366336634,-1078.57467026644,660.510524974224,0.711538461538462,0.551020408163265,0.724882260596546,0.584158415841584,-955.110774298214,-258.829670469122,0.673076923076923,0.489795918367347,0.63265306122449,0.584158415841584,-1446.08371037985,-1283.92078306024,0.673076923076923,0.489795918367347,0.643445839874411,35,0.633663366336634,-1021.57862283561,-2036.86460336893,0.730769230769231,0.530612244897959,0.706828885400314
0.633663366336634,-1100.90321891078,772.322119177122,0.711538461538462,0.551020408163265,0.731946624803768,0.603960396039604,-493.523936538675,-777.422032594666,0.711538461538462,0.489795918367347,0.625981161695447,0.564356435643564,-1818.24390885584,-1113.53648899173,0.673076923076923,0.448979591836735,0.636970172684458,36,0.643564356435644,-709.712742720304,-593.592354741972,0.673076923076923,0.612244897959184,0.718602825745683
0.643564356435644,-880.90321891078,750.510524974224,0.711538461538462,0.571428571428571,0.732339089481947,0.594059405940594,-700.389920795964,-694.938039344083,0.692307692307692,0.489795918367347,0.627943485086342,0.584158415841584,-1350.9478715598,-1149.68728264252,0.653846153846154,0.510204081632653,0.646585557299843,37,0.653465346534653,-489.712742720304,227.255462360926,0.673076923076923,0.63265306122449,0.723704866562009
0.633663366336634,-987.15321891078,650.510524974224,0.692307692307692,0.571428571428571,0.722135007849294,0.564356435643564,-979.850495103724,-1526.65042719777,0.615384615384615,0.510204081632653,0.615384615384615,0.594059405940594,-1144.66225902419,-997.58868679393,0.653846153846154,0.530612244897959,0.641091051805338,38,0.643564356435644,-595.962742720304,-98.271750812672,0.653846153846154,0.63265306122449,0.703689167974882
0.633663366336634,-987.15321891078,621.939096402795,0.692307692307692,0.571428571428571,0.727629513343799,0.653465346534653,397.854840714927,5.88305485183614,0.75,0.551020408163265,0.647174254317112,0.613861386138614,-767.635231997159,-574.230933436176,0.673076923076923,0.551020408163265,0.655612244897959,39,0.653465346534653,-532.15321891078,-1300.82206923816,0.692307692307692,0.612244897959184,0.71585557299843
0.633663366336634,-1018.58179033935,550.510524974224,0.69811320754717,0.5625,0.72877358490566,0.603960396039604,-233.524164571511,32.0665040191571,0.660377358490566,0.541666666666667,0.653694968553459,0.613861386138614,-696.610310972238,-475.937282642525,0.660377358490566,0.5625,0.649764150943396,40,0.653465346534653,-470.248457006018,-604.282262040575,0.679245283018868,0.625,0.715408805031447
0.633663366336634,-1018.58179033935,450.510524974224,0.685185185185185,0.574468085106383,0.718282111899133,0.584158415841584,-1057.89977915301,-1297.94431849167,0.62962962962963,0.531914893617021,0.627659574468085,0.603960396039604,-883.868998230925,-408.730933436176,0.648148148148148,0.553191489361702,0.647557131599685,41,0.643564356435644,-627.391314148875,-122.581778948788,0.648148148148148,0.638297872340426,0.710007880220646
0.633663366336634,-1002.86750462506,350.510524974224,0.685185185185185,0.574468085106383,0.715524034672971,0.643564356435644,673.441025203925,149.695171647824,0.666666666666667,0.617021276595745,0.656422379826635,0.594059405940594,-1011.84840621033,-1103.15950486475,0.62962962962963,0.553191489361702,0.631008668242711,42,0.633663366336634,-949.824026364195,-769.983891488222,0.685185185185185,0.574468085106383,0.706067769897557
0.633663366336634,-1013.97861573618,322.732747196446,0.690909090909091,0.565217391304348,0.71304347826087,0.633663366336634,260.570195316966,-495.088100635448,0.690909090909091,0.565217391304348,0.649407114624506,0.603960396039604,-895.932490294417,-597.270615975858,0.654545454545455,0.543478260869565,0.637351778656126,43,0.633663366336634,-785.2881395457,-70.959655854192,0.636363636363636,0.630434782608696,0.709881422924901
0.643564356435644,-900.645282402843,-32.267252803554,0.690909090909091,0.58695652173913,0.720158102766798,0.613861386138614,-621.082600928397,-700.38129191251,0.690909090909091,0.521739130434783,0.626877470355731,0.594059405940594,-1070.00656436849,-1098.59414538762,0.654545454545455,0.521739130434783,0.631620553359684,44,0.653465346534653,-612.31194906951,-991.298447931936,0.672727272727273,0.630434782608696,0.715810276679842
0.633663366336634,-1063.14528240284,-32.267252803554,0.672727272727273,0.58695652173913,0.714624505928854,0.613861386138614,158.630613159992,-456.65645557909,0.654545454545455,0.565217391304348,0.639920948616601,0.574257425742574,-1359.53359139552,-1202.16557395905,0.618181818181818,0.521739130434783,0.624703557312253,45,0.633663366336634,-1010.10180414197,-1685.05694697304,0.672727272727273,0.58695652173913,0.708300395256917
0.633663366336634,-1051.63013088769,-132.267252803554,0.672727272727273,0.58695652173913,0.715415019762846,0.623762376237624,359.033398780169,-384.534093239336,0.636363636363636,0.608695652173913,0.622134387351779,0.594059405940594,-1013.2506721126,-1115.6504224439,0.636363636363636,0.543478260869565,0.625494071146245,46,0.653465346534653,-503.296797554359,-1136.45074308423,0.654545454545455,0.652173913043478,0.708695652173913
0.633663366336634,-971.340275815229,54.689268935576,0.672727272727273,0.58695652173913,0.715415019762846,0.613861386138614,28.1200184915022,-586.092020014654,0.654545454545455,0.565217391304348,0.634387351778656,0.603960396039604,-790.869907949227,-1120.04310705398,0.636363636363636,0.565217391304348,0.631818181818182,47,0.643564356435644,-580.149799624753,-200.422936534864,0.636363636363636,0.652173913043478,0.707905138339921
0.633663366336634,-971.340275815229,424.689268935576,0.672727272727273,0.58695652173913,0.720158102766798,0.613861386138614,-132.420503999822,85.2279319631921,0.618181818181818,0.608695652173913,0.645454545454546,0.603960396039604,-724.943982023301,-823.693900704771,0.636363636363636,0.565217391304348,0.640316205533597,48,0.653465346534653,-340.149799624753,116.790516678589,0.636363636363636,0.673913043478261,0.716205533596838
0.643564356435644,-849.118053593007,514.272602268909,0.685185185185185,0.595744680851064,0.728920409771474,0.643564356435644,435.841013870392,-544.838557103297,0.703703703703704,0.574468085106383,0.644996059889677,0.594059405940594,-818.988493067812,-791.644211263777,0.611111111111111,0.574468085106383,0.635145784081954,49,0.653465346534653,-556.074575332137,-773.259486892975,0.685185185185185,0.617021276595745,0.720646178092987
0.653465346534653,-629.118053593007,904.272602268909,0.69811320754717,0.604166666666667,0.733883647798742,0.643564356435644,671.651296180674,-45.9252938959158,0.660377358490566,0.625,0.671383647798742,0.584158415841584,-1108.43604551536,-838.253785264656,0.622641509433962,0.541666666666667,0.644654088050314,50,0.673267326732673,2.07242259746924,379.012738900811,0.660377358490566,0.6875,0.730738993710692
0.663366336633663,-489.118053593007,794.272602268909,0.711538461538462,0.612244897959184,0.747645211930926,0.643564356435644,780.285142205824,193.34127287065,0.673076923076923,0.612244897959184,0.666405023547881,0.623762376237624,-499.556776636096,-449.047436058307,0.653846153846154,0.591836734693878,0.648744113029827,51,0.683168316831683,142.072422597469,299.577063465136,0.673076923076923,0.693877551020408,0.744113029827316
0.673267326732673,-345.639792723442,661.500863138474,0.725490196078431,0.62,0.75921568627451,0.584158415841584,-801.744673981886,-1069.66559619693,0.607843137254902,0.56,0.655686274509804,0.613861386138614,-644.676971364986,-699.984759604326,0.627450980392157,0.6,0.649607843137255,52,0.683168316831683,-52.5963144625718,-333.48324622543,0.725490196078431,0.64,0.748235294117647
0.673267326732673,-394.052491136141,505.945307582918,0.725490196078431,0.62,0.761960784313725,0.663366336633663,1080.49992742061,-114.137352510788,0.666666666666667,0.66,0.672941176470588,0.643564356435644,-227.173753861769,-622.884565112827,0.647058823529412,0.64,0.676470588235294,53,0.693069306930693,134.280842197192,156.355375400131,0.705882352941177,0.68,0.754117647058824
0.683168316831683,-214.052491136141,685.945307582918,0.74,0.627450980392157,0.770196078431372,0.673267326732673,960.516649828637,149.109400735966,0.7,0.647058823529412,0.677647058823529,0.633663366336634,-397.005403693419,-335.569175188741,0.66,0.607843137254902,0.679607843137255,54,0.712871287128713,574.280842197192,442.082929579697,0.72,0.705882352941177,0.765098039215686
0.683168316831683,-214.052491136141,992.195307582918,0.74,0.627450980392157,0.770980392156863,0.633663366336634,454.680496307062,-201.639850013285,0.62,0.647058823529412,0.678039215686274,0.623762376237624,-566.958356646372,-587.156476776044,0.64,0.607843137254902,0.676470588235294,55,0.702970297029703,417.137985054335,393.919571198947,0.7,0.705882352941177,0.765098039215686
0.693069306930693,-90.5230793714347,1162.78354287704,0.755102040816326,0.634615384615385,0.782182103610675,0.613861386138614,-24.0628192009597,-303.911304049445,0.63265306122449,0.596153846153846,0.671114599686028,0.633663366336634,-435.449536902258,-102.833414217686,0.653061224489796,0.615384615384615,0.69328885400314,56,0.653465346534653,-883.144584275548,-889.798146878564,0.795918367346939,0.519230769230769,0.771193092621664
0.693069306930693,-39.3466087831997,1246.67243176593,0.75,0.641509433962264,0.780660377358491,0.653465346534653,738.690658258399,-174.160074886451,0.6875,0.622641509433962,0.681603773584906,0.613861386138614,-777.606399647356,-302.833414217686,0.645833333333333,0.584905660377358,0.683176100628931,57,0.712871287128713,591.843867407276,1265.46485597953,0.708333333333333,0.716981132075472,0.777908805031447
0.693069306930693,23.6163541797632,1320.74650584,0.74468085106383,0.648148148148148,0.778959810874704,0.633663366336634,377.630052197793,458.798143365884,0.680851063829787,0.592592592592593,0.663514578408195,0.603960396039604,-879.458251499208,-31.2619856462568,0.638297872340426,0.574074074074074,0.675137903861308,58,0.683168316831683,-80.2966892984968,292.756633847392,0.74468085106383,0.62962962962963,0.767533490937746
0.702970297029703,163.616354179763,1360.74650584,0.74468085106383,0.666666666666667,0.78408195429472,0.663366336633663,886.518941086682,264.671278944902,0.702127659574468,0.62962962962963,0.673364854215918,0.613861386138614,-780.384177425134,-312.681899066171,0.638297872340426,0.592592592592593,0.672379826635146,59,0.702970297029703,246.659832440633,-141.472848174112,0.74468085106383,0.666666666666667,0.775413711583924
0.693069306930693,43.6163541797632,1740.15827054588,0.74468085106383,0.648148148148148,0.778959810874704,0.633663366336634,-162.463099987926,-96.7610509712988,0.702127659574468,0.574074074074074,0.648936170212766,0.613861386138614,-781.336558377515,189.260153033775,0.659574468085106,0.574074074074074,0.676516942474389,60,0.702970297029703,376.659832440633,323.787500457081,0.74468085106383,0.666666666666667,0.772261623325453
0.693069306930693,61.9496875130963,1665.15827054588,0.74468085106383,0.648148148148148,0.77698975571316,0.613861386138614,-283.955605871736,-376.66148959375,0.659574468085106,0.574074074074074,0.64381402679275,0.613861386138614,-763.003225044182,1.26015303377518,0.659574468085106,0.574074074074074,0.683806146572104,61,0.712871287128713,604.993165773966,949.896541174817,0.74468085106383,0.685185185185185,0.771473601260835
0.683168316831683,-56.2321306687218,1735.15827054588,0.739130434782609,0.636363636363636,0.773122529644269,0.623762376237624,-180.774547799374,232.763064346933,0.717391304347826,0.545454545454545,0.656126482213439,0.574257425742574,-1301.33376337472,86.0783348519572,0.608695652173913,0.545454545454545,0.658498023715415,62,0.683168316831683,26.8113475921482,-319.477135645789,0.760869565217391,0.618181818181818,0.765612648221344
0.683168316831683,-31.6950936316848,1935.15827054588,0.733333333333333,0.642857142857143,0.771428571428571,0.653465346534653,723.101432669173,290.656377724118,0.711111111111111,0.607142857142857,0.675396825396825,0.594059405940594,-1045.24910729006,81.2971900708122,0.644444444444444,0.553571428571429,0.674603174603175,63,0.653465346534653,-697.742524461724,-549.940098608751,0.777777777777778,0.553571428571429,0.767063492063492
0.693069306930693,115.923953987363,1705.74650584,0.739130434782609,0.654545454545455,0.774308300395257,0.633663366336634,493.834105793151,-257.368348094725,0.630434782608696,0.636363636363636,0.673122529644269,0.623762376237624,-549.481911522868,329.249571023193,0.652173913043478,0.6,0.691501976284585,64,0.712871287128713,658.967432248233,1794.69905741322,0.739130434782609,0.690909090909091,0.768379446640316
0.702970297029703,287.352525415934,1456.58684197445,0.739130434782609,0.672727272727273,0.778656126482213,0.623762376237624,-200.076796509055,-285.883101315362,0.608695652173913,0.636363636363636,0.683794466403162,0.603960396039604,-845.249107290064,-99.6551908815688,0.630434782608696,0.581818181818182,0.692490118577075,65,0.712871287128713,620.396003676804,395.673743843324,0.739130434782609,0.690909090909091,0.771541501976285
0.702970297029703,315.923953987362,1651.82493721255,0.733333333333333,0.678571428571429,0.780952380952381,0.633663366336634,686.970873446047,256.011489692546,0.622222222222222,0.642857142857143,0.703571428571429,0.633663366336634,-301.862863903821,108.138459912081,0.644444444444444,0.625,0.700992063492063,66,0.663366336633663,-451.194905414105,-1028.50926856922,0.8,0.553571428571429,0.770238095238095
0.702970297029703,315.923953987362,1435.33684197445,0.733333333333333,0.678571428571429,0.791666666666667,0.673267326732673,1422.29397925302,456.238388306128,0.666666666666667,0.678571428571429,0.728571428571429,0.643564356435644,-143.909910950868,318.376555150177,0.666666666666667,0.625,0.720238095238095,67,0.722772277227723,868.729337010137,702.305780755234,0.733333333333333,0.714285714285714,0.782142857142857
0.693069306930693,187.352525415933,1535.33684197445,0.717391304347826,0.672727272727273,0.778656126482213,0.613861386138614,309.890236457976,-141.558314990576,0.543478260869565,0.672727272727273,0.684189723320158,0.623762376237624,-454.534821575779,-81.3059845323628,0.652173913043478,0.6,0.691699604743083,68,0.702970297029703,530.157908438708,415.643757874045,0.717391304347826,0.690909090909091,0.767193675889328
0.693069306930693,187.352525415933,1655.92507726857,0.717391304347826,0.672727272727273,0.789723320158103,0.603960396039604,64.3871156768672,-215.223065840748,0.58695652173913,0.618181818181818,0.680237154150198,0.623762376237624,-399.508366549324,-270.373407992975,0.630434782608696,0.618181818181818,0.692292490118577,69,0.683168316831683,93.2013866995782,60.9083059857811,0.717391304347826,0.654545454545455,0.777865612648221
0.693069306930693,219.860265354014,1644.16037138622,0.717391304347826,0.672727272727273,0.787351778656126,0.643564356435644,1005.82895282703,545.366572070534,0.608695652173913,0.672727272727273,0.69802371541502,0.623762376237624,-422.027081637698,197.989803958472,0.652173913043478,0.6,0.698814229249012,70,0.732673267326733,1154.86026535401,451.067834012844,0.717391304347826,0.745454545454545,0.774703557312253
