"st2_acc","st2_profit","st2_utility_profit","st2_sens","st2_spec","st2_auc","iteration"
0.643564356435644,-385.324685244015,-1266.69348261214,0.729166666666667,0.566037735849057,0.627358490566038,101
0.653465346534653,-245.808556211757,-24.4513356364701,0.729166666666667,0.584905660377358,0.705188679245283,102
0.633663366336634,-577.065169968371,-8.65000435126902,0.702127659574468,0.574074074074074,0.711977935382191,103
0.653465346534653,-213.314103233433,-572.473905892561,0.702127659574468,0.611111111111111,0.615248226950355,104
0.633663366336634,-544.527986289421,-129.365440284095,0.723404255319149,0.555555555555556,0.633372734436564,105
0.613861386138614,-1007.28458452989,-1640.3424463698,0.680851063829787,0.555555555555556,0.570724980299448,106
0.603960396039604,-1091.43274819418,54.249278330623,0.695652173913043,0.527272727272727,0.581818181818182,107
0.613861386138614,-892.970375102655,747.606609405346,0.695652173913043,0.545454545454545,0.654150197628458,108
0.594059405940594,-1196.54180367408,1054.2568635556,0.804347826086957,0.418181818181818,0.634387351778656,109
0.584158415841584,-1231.75044579449,1638.26876315574,0.673913043478261,0.509090909090909,0.667193675889328,110
0.544554455445545,-2251.02820805612,493.41662781973,0.630434782608696,0.472727272727273,0.583399209486166,111
0.574257425742574,-1464.10552907395,2064.10006170443,0.673913043478261,0.490909090909091,0.627075098814229,112
0.554455445544555,-1763.66494814949,1838.93772404209,0.673913043478261,0.454545454545455,0.63300395256917,113
0.594059405940594,-1049.97122537443,1962.43418433728,0.702127659574468,0.5,0.637903861308117,114
0.564356435643564,-1688.50517553309,1209.86166003135,0.625,0.509433962264151,0.605149371069182,115
0.603960396039604,-821.792348336394,1236.37023327766,0.708333333333333,0.509433962264151,0.560141509433962,116
0.584158415841584,-1240.88841919717,686.168993076425,0.693877551020408,0.480769230769231,0.576726844583987,117
0.584158415841584,-1391.62439100525,2125.76087968444,0.708333333333333,0.471698113207547,0.651926100628931,118
0.623762376237624,-14.208294316706,2495.74142041533,0.653061224489796,0.596153846153846,0.650706436420722,119
0.594059405940594,-1072.36320343843,2138.74475065218,0.714285714285714,0.480769230769231,0.619701726844584,120
0.574257425742574,-1461.87928018803,1587.08655377659,0.693877551020408,0.461538461538462,0.619309262166405,121
0.633663366336634,-344.410061360579,1954.93182231879,0.693877551020408,0.576923076923077,0.646585557299843,122
0.574257425742574,-1555.48003427266,1655.37554526252,0.68,0.470588235294118,0.640980392156863,123
0.574257425742574,-1672.76191607067,1811.55545210032,0.63265306122449,0.519230769230769,0.639521193092622,124
0.554455445544555,-1167.62540798524,1489.37987426685,0.591836734693878,0.519230769230769,0.601452119309262,125
0.623762376237624,65.49968031387,1995.88278844378,0.591836734693878,0.653846153846154,0.648351648351648,126
0.564356435643564,-1324.88104708299,1922.1242351691,0.551020408163265,0.576923076923077,0.578100470957614,127
0.613861386138614,-499.04015349067,2126.37907711004,0.63265306122449,0.596153846153846,0.645211930926217,128
0.584158415841584,-1473.5199543287,2088.87884931502,0.66,0.509803921568627,0.63,129
0.603960396039604,-767.866512317029,2320.6752007049,0.588235294117647,0.62,0.635098039215686,130
0.564356435643564,-1841.4035522123,798.787093456674,0.627450980392157,0.5,0.596666666666667,131
0.613861386138614,-662.659444468196,2861.70373398201,0.607843137254902,0.62,0.623333333333333,132
0.594059405940594,-1356.09138290013,759.919484702092,0.686274509803922,0.5,0.613529411764706,133
